destination,destination_code,origin,origin_code,Year,value
Northern Africa_d,912,Eastern Asia,906,2015,7396
Northern Africa_d,912,Eastern Asia,906,2020,8993
Northern Africa_d,912,South-Eastern Asia,920,1990,24461
Northern Africa_d,912,South-Eastern Asia,920,1995,26615
Northern Africa_d,912,South-Eastern Asia,920,2000,29521
Northern Africa_d,912,South-Eastern Asia,920,2005,32341
Northern Africa_d,912,South-Eastern Asia,920,2010,35342
Northern Africa_d,912,South-Eastern Asia,920,2015,36218
Northern Africa_d,912,South-Eastern Asia,920,2020,41271
Northern Africa_d,912,Southern Asia,5501,1990,9663
Northern Africa_d,912,Southern Asia,5501,1995,10428
Northern Africa_d,912,Southern Asia,5501,2000,11451
Northern Africa_d,912,Southern Asia,5501,2005,12603
Northern Africa_d,912,Southern Asia,5501,2010,12549
Northern Africa_d,912,Southern Asia,5501,2015,12652
Northern Africa_d,912,Southern Asia,5501,2020,14793
Northern Africa_d,912,Western Asia,922,1990,360197
Northern Africa_d,912,Western Asia,922,1995,429494
Northern Africa_d,912,Western Asia,922,2000,520708
Northern Africa_d,912,Western Asia,922,2005,603982
Northern Africa_d,912,Western Asia,922,2010,649872
Northern Africa_d,912,Western Asia,922,2015,784226
Northern Africa_d,912,Western Asia,922,2020,903769
Northern Africa_d,912,Eastern Europe,923,1990,46742
Northern Africa_d,912,Eastern Europe,923,1995,30468
Northern Africa_d,912,Eastern Europe,923,2000,15172
Northern Africa_d,912,Eastern Europe,923,2005,17066
Northern Africa_d,912,Eastern Europe,923,2010,18561
Northern Africa_d,912,Eastern Europe,923,2015,17067
Northern Africa_d,912,Eastern Europe,923,2020,21115
Northern Africa_d,912,Northern Europe,924,1990,18365
Northern Africa_d,912,Northern Europe,924,1995,14928
Northern Africa_d,912,Northern Europe,924,2000,12036
Northern Africa_d,912,Northern Europe,924,2005,13263
Northern Africa_d,912,Northern Europe,924,2010,14471
Northern Africa_d,912,Northern Europe,924,2015,14590
Northern Africa_d,912,Northern Europe,924,2020,16975
Northern Africa_d,912,Southern Europe,925,1990,34419
Northern Africa_d,912,Southern Europe,925,1995,26001
Northern Africa_d,912,Southern Europe,925,2000,18803
Northern Africa_d,912,Southern Europe,925,2005,20501
Northern Africa_d,912,Southern Europe,925,2010,22343
Northern Africa_d,912,Southern Europe,925,2015,23495
Northern Africa_d,912,Southern Europe,925,2020,27273
Northern Africa_d,912,Western Europe,926,1990,96366
Northern Africa_d,912,Western Europe,926,1995,68853
Northern Africa_d,912,Western Europe,926,2000,46246
Northern Africa_d,912,Western Europe,926,2005,49945
Northern Africa_d,912,Western Europe,926,2010,66129
Northern Africa_d,912,Western Europe,926,2015,74527
Northern Africa_d,912,Western Europe,926,2020,85229
Northern Africa_d,912,Latin America and the Caribbean,904,1990,1691
Northern Africa_d,912,Latin America and the Caribbean,904,1995,1471
Northern Africa_d,912,Latin America and the Caribbean,904,2000,1318
Northern Africa_d,912,Latin America and the Caribbean,904,2005,1508
Northern Africa_d,912,Latin America and the Caribbean,904,2010,1643
Northern Africa_d,912,Latin America and the Caribbean,904,2015,1498
Northern Africa_d,912,Latin America and the Caribbean,904,2020,1845
Northern Africa_d,912,Caribbean,915,1990,25
Northern Africa_d,912,Caribbean,915,1995,24
Northern Africa_d,912,Caribbean,915,2000,24
Northern Africa_d,912,Caribbean,915,2005,28
Northern Africa_d,912,Caribbean,915,2010,30
Northern Africa_d,912,Caribbean,915,2015,21
Northern Africa_d,912,Caribbean,915,2020,29
Northern Africa_d,912,Central America,916,1990,696
Northern Africa_d,912,Central America,916,1995,700
Northern Africa_d,912,Central America,916,2000,730
Northern Africa_d,912,Central America,916,2005,824
Northern Africa_d,912,Central America,916,2010,902
Northern Africa_d,912,Central America,916,2015,891
Northern Africa_d,912,Central America,916,2020,1038
Northern Africa_d,912,South America,931,1990,970
Northern Africa_d,912,South America,931,1995,747
Northern Africa_d,912,South America,931,2000,564
Northern Africa_d,912,South America,931,2005,656
Northern Africa_d,912,South America,931,2010,711
Northern Africa_d,912,South America,931,2015,586
Northern Africa_d,912,South America,931,2020,778
Northern Africa_d,912,Northern America,905,1990,33018
Northern Africa_d,912,Northern America,905,1995,24473
Northern Africa_d,912,Northern America,905,2000,16833
Northern Africa_d,912,Northern America,905,2005,18544
Northern Africa_d,912,Northern America,905,2010,20397
Northern Africa_d,912,Northern America,905,2015,20420
Northern Africa_d,912,Northern America,905,2020,23989
Northern Africa_d,912,Oceania,909,1990,2138
Northern Africa_d,912,Oceania,909,1995,1522
Northern Africa_d,912,Oceania,909,2000,963
Northern Africa_d,912,Oceania,909,2005,1099
Northern Africa_d,912,Oceania,909,2010,1195
Northern Africa_d,912,Oceania,909,2015,1109
Northern Africa_d,912,Oceania,909,2020,1361
Northern Africa_d,912,Melanesia,928,1990,0
Northern Africa_d,912,Melanesia,928,1995,0
Northern Africa_d,912,Melanesia,928,2000,0
Northern Africa_d,912,Melanesia,928,2005,0
Northern Africa_d,912,Melanesia,928,2010,0
Northern Africa_d,912,Melanesia,928,2015,0
Northern Africa_d,912,Melanesia,928,2020,0
Northern Africa_d,912,Micronesia,954,1990,0
Northern Africa_d,912,Micronesia,954,1995,0
Northern Africa_d,912,Micronesia,954,2000,0
Northern Africa_d,912,Micronesia,954,2005,0
Northern Africa_d,912,Micronesia,954,2010,0
Northern Africa_d,912,Micronesia,954,2015,0
Northern Africa_d,912,Micronesia,954,2020,0
Northern Africa_d,912,Polynesia,957,1990,0
Northern Africa_d,912,Polynesia,957,1995,0
Northern Africa_d,912,Polynesia,957,2000,0
Northern Africa_d,912,Polynesia,957,2005,0
Northern Africa_d,912,Polynesia,957,2010,0
Northern Africa_d,912,Polynesia,957,2015,0
Northern Africa_d,912,Polynesia,957,2020,0
Southern Africa_d,913,Australia and New Zealand,927,1990,6600
Southern Africa_d,913,Australia and New Zealand,927,1995,5273
Southern Africa_d,913,Australia and New Zealand,927,2000,5249
Southern Africa_d,913,Australia and New Zealand,927,2005,6589
Southern Africa_d,913,Australia and New Zealand,927,2010,9743
Southern Africa_d,913,Australia and New Zealand,927,2015,9096
Southern Africa_d,913,Australia and New Zealand,927,2020,10626
Southern Africa_d,913,Eastern Africa,910,1990,540300
Southern Africa_d,913,Eastern Africa,910,1995,518762
Southern Africa_d,913,Eastern Africa,910,2000,508352
Southern Africa_d,913,Eastern Africa,910,2005,681660
Southern Africa_d,913,Eastern Africa,910,2010,1085740
Southern Africa_d,913,Eastern Africa,910,2015,1405000
Southern Africa_d,913,Eastern Africa,910,2020,1433038
Southern Africa_d,913,Middle Africa,911,1990,49737
Southern Africa_d,913,Middle Africa,911,1995,55237
Southern Africa_d,913,Middle Africa,911,2000,91744
Southern Africa_d,913,Middle Africa,911,2005,99850
Southern Africa_d,913,Middle Africa,911,2010,130904
Southern Africa_d,913,Middle Africa,911,2015,194695
Southern Africa_d,913,Middle Africa,911,2020,187553
Southern Africa_d,913,Northern Africa,912,1990,6450
Southern Africa_d,913,Northern Africa,912,1995,5156
Southern Africa_d,913,Northern Africa,912,2000,5084
Southern Africa_d,913,Northern Africa,912,2005,6157
Southern Africa_d,913,Northern Africa,912,2010,8501
Southern Africa_d,913,Northern Africa,912,2015,10683
Southern Africa_d,913,Northern Africa,912,2020,12321
Southern Africa_d,913,Southern Africa,913,1990,295411
Southern Africa_d,913,Southern Africa,913,1995,235191
Southern Africa_d,913,Southern Africa,913,2000,250697
Southern Africa_d,913,Southern Africa,913,2005,310508
Southern Africa_d,913,Southern Africa,913,2010,455634
Southern Africa_d,913,Southern Africa,913,2015,341022
Southern Africa_d,913,Southern Africa,913,2020,360129
Southern Africa_d,913,Western Africa,914,1990,30465
Southern Africa_d,913,Western Africa,914,1995,19994
Southern Africa_d,913,Western Africa,914,2000,14714
Southern Africa_d,913,Western Africa,914,2005,18368
Southern Africa_d,913,Western Africa,914,2010,38034
Southern Africa_d,913,Western Africa,914,2015,61977
Southern Africa_d,913,Western Africa,914,2020,54455
Southern Africa_d,913,Central Asia,5500,1990,0
Southern Africa_d,913,Central Asia,5500,1995,0
Southern Africa_d,913,Central Asia,5500,2000,0
Southern Africa_d,913,Central Asia,5500,2005,20
Southern Africa_d,913,Central Asia,5500,2010,29
Southern Africa_d,913,Central Asia,5500,2015,37
Southern Africa_d,913,Central Asia,5500,2020,42
Southern Africa_d,913,Eastern Asia,906,1990,19306
Southern Africa_d,913,Eastern Asia,906,1995,16948
Southern Africa_d,913,Eastern Asia,906,2000,17884
Southern Africa_d,913,Eastern Asia,906,2005,22122
Southern Africa_d,913,Eastern Asia,906,2010,22134
Southern Africa_d,913,Eastern Asia,906,2015,21116
Southern Africa_d,913,Eastern Asia,906,2020,21637
Southern Africa_d,913,South-Eastern Asia,920,1990,5172
Southern Africa_d,913,South-Eastern Asia,920,1995,3636
Southern Africa_d,913,South-Eastern Asia,920,2000,3000
Southern Africa_d,913,South-Eastern Asia,920,2005,3655
Southern Africa_d,913,South-Eastern Asia,920,2010,5105
Southern Africa_d,913,South-Eastern Asia,920,2015,6452
Southern Africa_d,913,South-Eastern Asia,920,2020,7449
Southern Africa_d,913,Southern Asia,5501,1990,18755
Southern Africa_d,913,Southern Asia,5501,1995,21037
Southern Africa_d,913,Southern Asia,5501,2000,28528
Southern Africa_d,913,Southern Asia,5501,2005,37036
Southern Africa_d,913,Southern Asia,5501,2010,68586
Southern Africa_d,913,Southern Asia,5501,2015,87170
Southern Africa_d,913,Southern Asia,5501,2020,70109
Southern Africa_d,913,Western Asia,922,1990,7079
Southern Africa_d,913,Western Asia,922,1995,5686
Southern Africa_d,913,Western Asia,922,2000,5882
Southern Africa_d,913,Western Asia,922,2005,7520
Southern Africa_d,913,Western Asia,922,2010,10783
Southern Africa_d,913,Western Asia,922,2015,13805
Southern Africa_d,913,Western Asia,922,2020,15988
Southern Africa_d,913,Eastern Europe,923,1990,12016
Southern Africa_d,913,Eastern Europe,923,1995,10619
Southern Africa_d,913,Eastern Europe,923,2000,11957
Southern Africa_d,913,Eastern Europe,923,2005,15021
Southern Africa_d,913,Eastern Europe,923,2010,21340
Southern Africa_d,913,Eastern Europe,923,2015,27210
Southern Africa_d,913,Eastern Europe,923,2020,31512
Southern Africa_d,913,Northern Europe,924,1990,132789
Southern Africa_d,913,Northern Europe,924,1995,118220
Southern Africa_d,913,Northern Europe,924,2000,137616
Southern Africa_d,913,Northern Europe,924,2005,179747
Southern Africa_d,913,Northern Europe,924,2010,135043
Southern Africa_d,913,Northern Europe,924,2015,84701
Southern Africa_d,913,Northern Europe,924,2020,93943
Southern Africa_d,913,Southern Europe,925,1990,39038
Southern Africa_d,913,Southern Europe,925,1995,33842
Southern Africa_d,913,Southern Europe,925,2000,38058
Southern Africa_d,913,Southern Europe,925,2005,49178
Southern Africa_d,913,Southern Europe,925,2010,51800
Southern Africa_d,913,Southern Europe,925,2015,53527
Southern Africa_d,913,Southern Europe,925,2020,62236
Southern Africa_d,913,Western Europe,926,1990,88022
Southern Africa_d,913,Western Europe,926,1995,65620
Southern Africa_d,913,Western Europe,926,2000,57391
Southern Africa_d,913,Western Europe,926,2005,67974
Southern Africa_d,913,Western Europe,926,2010,63110
Southern Africa_d,913,Western Europe,926,2015,58262
Southern Africa_d,913,Western Europe,926,2020,67284
Southern Africa_d,913,Latin America and the Caribbean,904,1990,6935
Southern Africa_d,913,Latin America and the Caribbean,904,1995,6213
Southern Africa_d,913,Latin America and the Caribbean,904,2000,6552
Southern Africa_d,913,Latin America and the Caribbean,904,2005,7352
Southern Africa_d,913,Latin America and the Caribbean,904,2010,9765
Southern Africa_d,913,Latin America and the Caribbean,904,2015,12016
Southern Africa_d,913,Latin America and the Caribbean,904,2020,13774
Southern Africa_d,913,Caribbean,915,1990,2386
Southern Africa_d,913,Caribbean,915,1995,2292
Southern Africa_d,913,Caribbean,915,2000,2348
Southern Africa_d,913,Caribbean,915,2005,2255
Southern Africa_d,913,Caribbean,915,2010,2667
Southern Africa_d,913,Caribbean,915,2015,3061
Southern Africa_d,913,Caribbean,915,2020,3442
Southern Africa_d,913,Central America,916,1990,333
Southern Africa_d,913,Central America,916,1995,244
Southern Africa_d,913,Central America,916,2000,229
Southern Africa_d,913,Central America,916,2005,300
Southern Africa_d,913,Central America,916,2010,435
Southern Africa_d,913,Central America,916,2015,559
Southern Africa_d,913,Central America,916,2020,647
Southern Africa_d,913,South America,931,1990,4216
Southern Africa_d,913,South America,931,1995,3677
Southern Africa_d,913,South America,931,2000,3975
Southern Africa_d,913,South America,931,2005,4797
Southern Africa_d,913,South America,931,2010,6663
Southern Africa_d,913,South America,931,2015,8396
Southern Africa_d,913,South America,931,2020,9685
Southern Africa_d,913,Northern America,905,1990,15132
Southern Africa_d,913,Northern America,905,1995,11820
Southern Africa_d,913,Northern America,905,2000,11536
Southern Africa_d,913,Northern America,905,2005,14797
Southern Africa_d,913,Northern America,905,2010,14926
Southern Africa_d,913,Northern America,905,2015,14834
Southern Africa_d,913,Northern America,905,2020,17196
Southern Africa_d,913,Oceania,909,1990,6778
Southern Africa_d,913,Oceania,909,1995,5382
Southern Africa_d,913,Oceania,909,2000,5325
Southern Africa_d,913,Oceania,909,2005,6683
Southern Africa_d,913,Oceania,909,2010,9878
Southern Africa_d,913,Oceania,909,2015,9267
Southern Africa_d,913,Oceania,909,2020,10823
Southern Africa_d,913,Melanesia,928,1990,106
Southern Africa_d,913,Melanesia,928,1995,65
Southern Africa_d,913,Melanesia,928,2000,45
Southern Africa_d,913,Melanesia,928,2005,57
Southern Africa_d,913,Melanesia,928,2010,82
Southern Africa_d,913,Melanesia,928,2015,105
Southern Africa_d,913,Melanesia,928,2020,121
Southern Africa_d,913,Micronesia,954,1990,51
Southern Africa_d,913,Micronesia,954,1995,31
Southern Africa_d,913,Micronesia,954,2000,22
Southern Africa_d,913,Micronesia,954,2005,26
Southern Africa_d,913,Micronesia,954,2010,37
Southern Africa_d,913,Micronesia,954,2015,46
Southern Africa_d,913,Micronesia,954,2020,53
Southern Africa_d,913,Polynesia,957,1990,21
Southern Africa_d,913,Polynesia,957,1995,13
Southern Africa_d,913,Polynesia,957,2000,9
Southern Africa_d,913,Polynesia,957,2005,11
Southern Africa_d,913,Polynesia,957,2010,16
Southern Africa_d,913,Polynesia,957,2015,20
Southern Africa_d,913,Polynesia,957,2020,23
Western Africa_d,914,Australia and New Zealand,927,1990,17
Western Africa_d,914,Australia and New Zealand,927,1995,17
Western Africa_d,914,Australia and New Zealand,927,2000,19
Western Africa_d,914,Australia and New Zealand,927,2005,27
Western Africa_d,914,Australia and New Zealand,927,2010,27
Western Africa_d,914,Australia and New Zealand,927,2015,45
Western Africa_d,914,Australia and New Zealand,927,2020,45
Western Africa_d,914,Eastern Africa,910,1990,1229
Western Africa_d,914,Eastern Africa,910,1995,1560
Western Africa_d,914,Eastern Africa,910,2000,2212
Western Africa_d,914,Eastern Africa,910,2005,2254
Western Africa_d,914,Eastern Africa,910,2010,2998
