destination,destination_code,origin,origin_code,Year,value
Western Africa_d,914,Northern Europe,924,2010,2027
Western Africa_d,914,Northern Europe,924,2015,2485
Western Africa_d,914,Northern Europe,924,2020,2571
Western Africa_d,914,Southern Europe,925,1990,3077
Western Africa_d,914,Southern Europe,925,1995,3126
Western Africa_d,914,Southern Europe,925,2000,3271
Western Africa_d,914,Southern Europe,925,2005,3551
Western Africa_d,914,Southern Europe,925,2010,6639
Western Africa_d,914,Southern Europe,925,2015,7645
Western Africa_d,914,Southern Europe,925,2020,8028
Western Africa_d,914,Western Europe,926,1990,22356
Western Africa_d,914,Western Europe,926,1995,22244
Western Africa_d,914,Western Europe,926,2000,20055
Western Africa_d,914,Western Europe,926,2005,27004
Western Africa_d,914,Western Europe,926,2010,22566
Western Africa_d,914,Western Europe,926,2015,24361
Western Africa_d,914,Western Europe,926,2020,25809
Western Africa_d,914,Latin America and the Caribbean,904,1990,1234
Western Africa_d,914,Latin America and the Caribbean,904,1995,1381
Western Africa_d,914,Latin America and the Caribbean,904,2000,1315
Western Africa_d,914,Latin America and the Caribbean,904,2005,1667
Western Africa_d,914,Latin America and the Caribbean,904,2010,7211
Western Africa_d,914,Latin America and the Caribbean,904,2015,15819
Western Africa_d,914,Latin America and the Caribbean,904,2020,16317
Western Africa_d,914,Caribbean,915,1990,150
Western Africa_d,914,Caribbean,915,1995,192
Western Africa_d,914,Caribbean,915,2000,229
Western Africa_d,914,Caribbean,915,2005,528
Western Africa_d,914,Caribbean,915,2010,4403
Western Africa_d,914,Caribbean,915,2015,9412
Western Africa_d,914,Caribbean,915,2020,9655
Western Africa_d,914,Central America,916,1990,4
Western Africa_d,914,Central America,916,1995,5
Western Africa_d,914,Central America,916,2000,6
Western Africa_d,914,Central America,916,2005,5
Western Africa_d,914,Central America,916,2010,3
Western Africa_d,914,Central America,916,2015,430
Western Africa_d,914,Central America,916,2020,404
Western Africa_d,914,South America,931,1990,1080
Western Africa_d,914,South America,931,1995,1184
Western Africa_d,914,South America,931,2000,1080
Western Africa_d,914,South America,931,2005,1134
Western Africa_d,914,South America,931,2010,2805
Western Africa_d,914,South America,931,2015,5977
Western Africa_d,914,South America,931,2020,6258
Western Africa_d,914,Northern America,905,1990,6845
Western Africa_d,914,Northern America,905,1995,7046
Western Africa_d,914,Northern America,905,2000,7025
Western Africa_d,914,Northern America,905,2005,5941
Western Africa_d,914,Northern America,905,2010,5016
Western Africa_d,914,Northern America,905,2015,5356
Western Africa_d,914,Northern America,905,2020,5505
Western Africa_d,914,Oceania,909,1990,17
Western Africa_d,914,Oceania,909,1995,17
Western Africa_d,914,Oceania,909,2000,19
Western Africa_d,914,Oceania,909,2005,27
Western Africa_d,914,Oceania,909,2010,627
Western Africa_d,914,Oceania,909,2015,1852
Western Africa_d,914,Oceania,909,2020,1916
Western Africa_d,914,Melanesia,928,1990,0
Western Africa_d,914,Melanesia,928,1995,0
Western Africa_d,914,Melanesia,928,2000,0
Western Africa_d,914,Melanesia,928,2005,0
Western Africa_d,914,Melanesia,928,2010,0
Western Africa_d,914,Melanesia,928,2015,31
Western Africa_d,914,Melanesia,928,2020,25
Western Africa_d,914,Micronesia,954,1990,0
Western Africa_d,914,Micronesia,954,1995,0
Western Africa_d,914,Micronesia,954,2000,0
Western Africa_d,914,Micronesia,954,2005,0
Western Africa_d,914,Micronesia,954,2010,0
Western Africa_d,914,Micronesia,954,2015,39
Western Africa_d,914,Micronesia,954,2020,29
Western Africa_d,914,Polynesia,957,1990,0
Western Africa_d,914,Polynesia,957,1995,0
Western Africa_d,914,Polynesia,957,2000,0
Western Africa_d,914,Polynesia,957,2005,0
Western Africa_d,914,Polynesia,957,2010,600
Western Africa_d,914,Polynesia,957,2015,1737
Western Africa_d,914,Polynesia,957,2020,1817
Central Asia_d,5500,Australia and New Zealand,927,1990,166
Central Asia_d,5500,Australia and New Zealand,927,1995,135
Central Asia_d,5500,Australia and New Zealand,927,2000,117
Central Asia_d,5500,Australia and New Zealand,927,2005,112
Central Asia_d,5500,Australia and New Zealand,927,2010,111
Central Asia_d,5500,Australia and New Zealand,927,2015,109
Central Asia_d,5500,Australia and New Zealand,927,2020,107
Central Asia_d,5500,Eastern Africa,910,1990,38
Central Asia_d,5500,Eastern Africa,910,1995,31
Central Asia_d,5500,Eastern Africa,910,2000,27
Central Asia_d,5500,Eastern Africa,910,2005,25
Central Asia_d,5500,Eastern Africa,910,2010,24
Central Asia_d,5500,Eastern Africa,910,2015,23
Central Asia_d,5500,Eastern Africa,910,2020,21
Central Asia_d,5500,Middle Africa,911,1990,0
Central Asia_d,5500,Middle Africa,911,1995,0
Central Asia_d,5500,Middle Africa,911,2000,0
Central Asia_d,5500,Middle Africa,911,2005,0
Central Asia_d,5500,Middle Africa,911,2010,0
Central Asia_d,5500,Middle Africa,911,2015,0
Central Asia_d,5500,Middle Africa,911,2020,0
Central Asia_d,5500,Northern Africa,912,1990,198
Central Asia_d,5500,Northern Africa,912,1995,160
Central Asia_d,5500,Northern Africa,912,2000,138
Central Asia_d,5500,Northern Africa,912,2005,133
Central Asia_d,5500,Northern Africa,912,2010,132
Central Asia_d,5500,Northern Africa,912,2015,129
Central Asia_d,5500,Northern Africa,912,2020,128
Central Asia_d,5500,Southern Africa,913,1990,0
Central Asia_d,5500,Southern Africa,913,1995,0
Central Asia_d,5500,Southern Africa,913,2000,0
Central Asia_d,5500,Southern Africa,913,2005,0
Central Asia_d,5500,Southern Africa,913,2010,0
Central Asia_d,5500,Southern Africa,913,2015,0
Central Asia_d,5500,Southern Africa,913,2020,0
Central Asia_d,5500,Western Africa,914,1990,37
Central Asia_d,5500,Western Africa,914,1995,30
Central Asia_d,5500,Western Africa,914,2000,26
Central Asia_d,5500,Western Africa,914,2005,24
Central Asia_d,5500,Western Africa,914,2010,23
Central Asia_d,5500,Western Africa,914,2015,22
Central Asia_d,5500,Western Africa,914,2020,20
Central Asia_d,5500,Central Asia,5500,1990,433741
Central Asia_d,5500,Central Asia,5500,1995,432327
Central Asia_d,5500,Central Asia,5500,2000,423916
Central Asia_d,5500,Central Asia,5500,2005,462141
Central Asia_d,5500,Central Asia,5500,2010,459911
Central Asia_d,5500,Central Asia,5500,2015,470242
Central Asia_d,5500,Central Asia,5500,2020,484776
Central Asia_d,5500,Eastern Asia,906,1990,64886
Central Asia_d,5500,Eastern Asia,906,1995,68901
Central Asia_d,5500,Eastern Asia,906,2000,72858
Central Asia_d,5500,Eastern Asia,906,2005,82814
Central Asia_d,5500,Eastern Asia,906,2010,92752
Central Asia_d,5500,Eastern Asia,906,2015,98162
Central Asia_d,5500,Eastern Asia,906,2020,103107
Central Asia_d,5500,South-Eastern Asia,920,1990,410
Central Asia_d,5500,South-Eastern Asia,920,1995,309
Central Asia_d,5500,South-Eastern Asia,920,2000,205
Central Asia_d,5500,South-Eastern Asia,920,2005,175
Central Asia_d,5500,South-Eastern Asia,920,2010,146
Central Asia_d,5500,South-Eastern Asia,920,2015,130
Central Asia_d,5500,South-Eastern Asia,920,2020,123
Central Asia_d,5500,Southern Asia,5501,1990,14431
Central Asia_d,5500,Southern Asia,5501,1995,20039
Central Asia_d,5500,Southern Asia,5501,2000,22734
Central Asia_d,5500,Southern Asia,5501,2005,17174
Central Asia_d,5500,Southern Asia,5501,2010,16622
Central Asia_d,5500,Southern Asia,5501,2015,16447
Central Asia_d,5500,Southern Asia,5501,2020,16439
Central Asia_d,5500,Western Asia,922,1990,158106
Central Asia_d,5500,Western Asia,922,1995,152445
Central Asia_d,5500,Western Asia,922,2000,146848
Central Asia_d,5500,Western Asia,922,2005,153495
Central Asia_d,5500,Western Asia,922,2010,158441
Central Asia_d,5500,Western Asia,922,2015,161964
Central Asia_d,5500,Western Asia,922,2020,166980
Central Asia_d,5500,Eastern Europe,923,1990,5385364
Central Asia_d,5500,Eastern Europe,923,1995,4780364
Central Asia_d,5500,Eastern Europe,923,2000,4206342
Central Asia_d,5500,Eastern Europe,923,2005,4182388
Central Asia_d,5500,Eastern Europe,923,2010,4179257
Central Asia_d,5500,Eastern Europe,923,2015,4277544
Central Asia_d,5500,Eastern Europe,923,2020,4411336
Central Asia_d,5500,Northern Europe,924,1990,16792
Central Asia_d,5500,Northern Europe,924,1995,14977
Central Asia_d,5500,Northern Europe,924,2000,12942
Central Asia_d,5500,Northern Europe,924,2005,12251
Central Asia_d,5500,Northern Europe,924,2010,11484
Central Asia_d,5500,Northern Europe,924,2015,11296
Central Asia_d,5500,Northern Europe,924,2020,11520
Central Asia_d,5500,Southern Europe,925,1990,0
Central Asia_d,5500,Southern Europe,925,1995,0
Central Asia_d,5500,Southern Europe,925,2000,0
Central Asia_d,5500,Southern Europe,925,2005,0
Central Asia_d,5500,Southern Europe,925,2010,0
Central Asia_d,5500,Southern Europe,925,2015,0
Central Asia_d,5500,Southern Europe,925,2020,0
Central Asia_d,5500,Western Europe,926,1990,36645
Central Asia_d,5500,Western Europe,926,1995,26913
Central Asia_d,5500,Western Europe,926,2000,16303
Central Asia_d,5500,Western Europe,926,2005,14563
Central Asia_d,5500,Western Europe,926,2010,12366
Central Asia_d,5500,Western Europe,926,2015,11766
Central Asia_d,5500,Western Europe,926,2020,11634
Central Asia_d,5500,Latin America and the Caribbean,904,1990,37
Central Asia_d,5500,Latin America and the Caribbean,904,1995,30
Central Asia_d,5500,Latin America and the Caribbean,904,2000,26
Central Asia_d,5500,Latin America and the Caribbean,904,2005,24
Central Asia_d,5500,Latin America and the Caribbean,904,2010,23
Central Asia_d,5500,Latin America and the Caribbean,904,2015,22
Central Asia_d,5500,Latin America and the Caribbean,904,2020,20
Central Asia_d,5500,Caribbean,915,1990,37
Central Asia_d,5500,Caribbean,915,1995,30
Central Asia_d,5500,Caribbean,915,2000,26
Central Asia_d,5500,Caribbean,915,2005,24
Central Asia_d,5500,Caribbean,915,2010,23
Central Asia_d,5500,Caribbean,915,2015,22
Central Asia_d,5500,Caribbean,915,2020,20
Central Asia_d,5500,Central America,916,1990,0
Central Asia_d,5500,Central America,916,1995,0
Central Asia_d,5500,Central America,916,2000,0
Central Asia_d,5500,Central America,916,2005,0
Central Asia_d,5500,Central America,916,2010,0
Central Asia_d,5500,Central America,916,2015,0
Central Asia_d,5500,Central America,916,2020,0
Central Asia_d,5500,South America,931,1990,0
Central Asia_d,5500,South America,931,1995,0
Central Asia_d,5500,South America,931,2000,0
Central Asia_d,5500,South America,931,2005,0
Central Asia_d,5500,South America,931,2010,0
Central Asia_d,5500,South America,931,2015,0
Central Asia_d,5500,South America,931,2020,0
Central Asia_d,5500,Northern America,905,1990,494
Central Asia_d,5500,Northern America,905,1995,400
Central Asia_d,5500,Northern America,905,2000,345
Central Asia_d,5500,Northern America,905,2005,331
Central Asia_d,5500,Northern America,905,2010,329
Central Asia_d,5500,Northern America,905,2015,323
Central Asia_d,5500,Northern America,905,2020,320
Central Asia_d,5500,Oceania,909,1990,166
Central Asia_d,5500,Oceania,909,1995,135
Central Asia_d,5500,Oceania,909,2000,117
Central Asia_d,5500,Oceania,909,2005,112
Central Asia_d,5500,Oceania,909,2010,111
Central Asia_d,5500,Oceania,909,2015,109
Central Asia_d,5500,Oceania,909,2020,107
Central Asia_d,5500,Melanesia,928,1990,0
Central Asia_d,5500,Melanesia,928,1995,0
Central Asia_d,5500,Melanesia,928,2000,0
Central Asia_d,5500,Melanesia,928,2005,0
Central Asia_d,5500,Melanesia,928,2010,0
Central Asia_d,5500,Melanesia,928,2015,0
Central Asia_d,5500,Melanesia,928,2020,0
Central Asia_d,5500,Micronesia,954,1990,0
Central Asia_d,5500,Micronesia,954,1995,0
Central Asia_d,5500,Micronesia,954,2000,0
Central Asia_d,5500,Micronesia,954,2005,0
Central Asia_d,5500,Micronesia,954,2010,0
Central Asia_d,5500,Micronesia,954,2015,0
Central Asia_d,5500,Micronesia,954,2020,0
Central Asia_d,5500,Polynesia,957,1990,0
Central Asia_d,5500,Polynesia,957,1995,0
Central Asia_d,5500,Polynesia,957,2000,0
Central Asia_d,5500,Polynesia,957,2005,0
Central Asia_d,5500,Polynesia,957,2010,0
Central Asia_d,5500,Polynesia,957,2015,0
Central Asia_d,5500,Polynesia,957,2020,0
Eastern Asia_d,906,Australia and New Zealand,927,1990,13913
Eastern Asia_d,906,Australia and New Zealand,927,1995,19111
Eastern Asia_d,906,Australia and New Zealand,927,2000,26005
Eastern Asia_d,906,Australia and New Zealand,927,2005,28549
Eastern Asia_d,906,Australia and New Zealand,927,2010,33300
Eastern Asia_d,906,Australia and New Zealand,927,2015,33770
Eastern Asia_d,906,Australia and New Zealand,927,2020,40224
Eastern Asia_d,906,Eastern Africa,910,1990,0
Eastern Asia_d,906,Eastern Africa,910,1995,0
Eastern Asia_d,906,Eastern Africa,910,2000,0
Eastern Asia_d,906,Eastern Africa,910,2005,0
Eastern Asia_d,906,Eastern Africa,910,2010,0
Eastern Asia_d,906,Eastern Africa,910,2015,0
Eastern Asia_d,906,Eastern Africa,910,2020,0
Eastern Asia_d,906,Middle Africa,911,1990,0
Eastern Asia_d,906,Middle Africa,911,1995,0
Eastern Asia_d,906,Middle Africa,911,2000,0
Eastern Asia_d,906,Middle Africa,911,2005,0
Eastern Asia_d,906,Middle Africa,911,2010,0
Eastern Asia_d,906,Middle Africa,911,2015,0
Eastern Asia_d,906,Middle Africa,911,2020,0
Eastern Asia_d,906,Northern Africa,912,1990,368
Eastern Asia_d,906,Northern Africa,912,1995,645
Eastern Asia_d,906,Northern Africa,912,2000,1103
Eastern Asia_d,906,Northern Africa,912,2005,1503
Eastern Asia_d,906,Northern Africa,912,2010,1593
Eastern Asia_d,906,Northern Africa,912,2015,1747
Eastern Asia_d,906,Northern Africa,912,2020,1959
Eastern Asia_d,906,Southern Africa,913,1990,0
Eastern Asia_d,906,Southern Africa,913,1995,190
Eastern Asia_d,906,Southern Africa,913,2000,442
Eastern Asia_d,906,Southern Africa,913,2005,830
Eastern Asia_d,906,Southern Africa,913,2010,1549
Eastern Asia_d,906,Southern Africa,913,2015,1212
Eastern Asia_d,906,Southern Africa,913,2020,2160
Eastern Asia_d,906,Western Africa,914,1990,791
Eastern Asia_d,906,Western Africa,914,1995,2606
Eastern Asia_d,906,Western Africa,914,2000,3746
Eastern Asia_d,906,Western Africa,914,2005,4993
Eastern Asia_d,906,Western Africa,914,2010,5806
Eastern Asia_d,906,Western Africa,914,2015,5695
Eastern Asia_d,906,Western Africa,914,2020,7260
Eastern Asia_d,906,Central Asia,5500,1990,655
Eastern Asia_d,906,Central Asia,5500,1995,3014
Eastern Asia_d,906,Central Asia,5500,2000,6156
Eastern Asia_d,906,Central Asia,5500,2005,11867
Eastern Asia_d,906,Central Asia,5500,2010,32244
Eastern Asia_d,906,Central Asia,5500,2015,45633
Eastern Asia_d,906,Central Asia,5500,2020,59664
Eastern Asia_d,906,Eastern Asia,906,1990,2846041
Eastern Asia_d,906,Eastern Asia,906,1995,3073620
Eastern Asia_d,906,Eastern Asia,906,2000,3355873
Eastern Asia_d,906,Eastern Asia,906,2005,4054130
Eastern Asia_d,906,Eastern Asia,906,2010,4724730
Eastern Asia_d,906,Eastern Asia,906,2015,5070782
Eastern Asia_d,906,Eastern Asia,906,2020,5342694
Eastern Asia_d,906,South-Eastern Asia,920,1990,587623
Eastern Asia_d,906,South-Eastern Asia,920,1995,697929
Eastern Asia_d,906,South-Eastern Asia,920,2000,882386
Eastern Asia_d,906,South-Eastern Asia,920,2005,1070752
Eastern Asia_d,906,South-Eastern Asia,920,2010,1234386
Eastern Asia_d,906,South-Eastern Asia,920,2015,1569277
Eastern Asia_d,906,South-Eastern Asia,920,2020,2040250
Eastern Asia_d,906,Southern Asia,5501,1990,38375
Eastern Asia_d,906,Southern Asia,5501,1995,68373
Eastern Asia_d,906,Southern Asia,5501,2000,93572
Eastern Asia_d,906,Southern Asia,5501,2005,124518
Eastern Asia_d,906,Southern Asia,5501,2010,151919
Eastern Asia_d,906,Southern Asia,5501,2015,186270
Eastern Asia_d,906,Southern Asia,5501,2020,258218
Eastern Asia_d,906,Western Asia,922,1990,109
Eastern Asia_d,906,Western Asia,922,1995,120
Eastern Asia_d,906,Western Asia,922,2000,133
Eastern Asia_d,906,Western Asia,922,2005,148
Eastern Asia_d,906,Western Asia,922,2010,180
Eastern Asia_d,906,Western Asia,922,2015,222
Eastern Asia_d,906,Western Asia,922,2020,236
Eastern Asia_d,906,Eastern Europe,923,1990,3985
Eastern Asia_d,906,Eastern Europe,923,1995,7811
Eastern Asia_d,906,Eastern Europe,923,2000,12998
Eastern Asia_d,906,Eastern Europe,923,2005,15310
Eastern Asia_d,906,Eastern Europe,923,2010,16801
Eastern Asia_d,906,Eastern Europe,923,2015,18288
Eastern Asia_d,906,Eastern Europe,923,2020,22061
Eastern Asia_d,906,Northern Europe,924,1990,27044
Eastern Asia_d,906,Northern Europe,924,1995,32705
Eastern Asia_d,906,Northern Europe,924,2000,39986
Eastern Asia_d,906,Northern Europe,924,2005,42285
Eastern Asia_d,906,Northern Europe,924,2010,47626
Eastern Asia_d,906,Northern Europe,924,2015,49580
Eastern Asia_d,906,Northern Europe,924,2020,56013
Eastern Asia_d,906,Southern Europe,925,1990,6391
Eastern Asia_d,906,Southern Europe,925,1995,7475
Eastern Asia_d,906,Southern Europe,925,2000,5851
Eastern Asia_d,906,Southern Europe,925,2005,7718
Eastern Asia_d,906,Southern Europe,925,2010,8042
Eastern Asia_d,906,Southern Europe,925,2015,9634
Eastern Asia_d,906,Southern Europe,925,2020,11814
Eastern Asia_d,906,Western Europe,926,1990,14397
Eastern Asia_d,906,Western Europe,926,1995,16678
Eastern Asia_d,906,Western Europe,926,2000,20298
Eastern Asia_d,906,Western Europe,926,2005,25491
Eastern Asia_d,906,Western Europe,926,2010,27831
Eastern Asia_d,906,Western Europe,926,2015,29764
Eastern Asia_d,906,Western Europe,926,2020,36383
Eastern Asia_d,906,Latin America and the Caribbean,904,1990,74357
Eastern Asia_d,906,Latin America and the Caribbean,904,1995,235157
Eastern Asia_d,906,Latin America and the Caribbean,904,2000,335310
Eastern Asia_d,906,Latin America and the Caribbean,904,2005,316553
Eastern Asia_d,906,Latin America and the Caribbean,904,2010,344048
Eastern Asia_d,906,Latin America and the Caribbean,904,2015,292094
Eastern Asia_d,906,Latin America and the Caribbean,904,2020,331677
Eastern Asia_d,906,Caribbean,915,1990,0
Eastern Asia_d,906,Caribbean,915,1995,0
Eastern Asia_d,906,Caribbean,915,2000,0
Eastern Asia_d,906,Caribbean,915,2005,0
Eastern Asia_d,906,Caribbean,915,2010,0
Eastern Asia_d,906,Caribbean,915,2015,0
Eastern Asia_d,906,Caribbean,915,2020,0
Eastern Asia_d,906,Central America,916,1990,786
Eastern Asia_d,906,Central America,916,1995,1255
Eastern Asia_d,906,Central America,916,2000,1740
Eastern Asia_d,906,Central America,916,2005,1845
Eastern Asia_d,906,Central America,916,2010,1956
Eastern Asia_d,906,Central America,916,2015,2141
Eastern Asia_d,906,Central America,916,2020,2735
Eastern Asia_d,906,South America,931,1990,73571
Eastern Asia_d,906,South America,931,1995,233902
Eastern Asia_d,906,South America,931,2000,333570
Eastern Asia_d,906,South America,931,2005,314708
Eastern Asia_d,906,South America,931,2010,342092
Eastern Asia_d,906,South America,931,2015,289953
Eastern Asia_d,906,South America,931,2020,328942
Eastern Asia_d,906,Northern America,905,1990,77856
Eastern Asia_d,906,Northern America,905,1995,101038
Eastern Asia_d,906,Northern America,905,2000,125708
Eastern Asia_d,906,Northern America,905,2005,143583
Eastern Asia_d,906,Northern America,905,2010,161141
Eastern Asia_d,906,Northern America,905,2015,183412
Eastern Asia_d,906,Northern America,905,2020,215678
Eastern Asia_d,906,Oceania,909,1990,13913
Eastern Asia_d,906,Oceania,909,1995,19111
Eastern Asia_d,906,Oceania,909,2000,26005
Eastern Asia_d,906,Oceania,909,2005,28549
Eastern Asia_d,906,Oceania,909,2010,33300
Eastern Asia_d,906,Oceania,909,2015,33770
Eastern Asia_d,906,Oceania,909,2020,40224
Eastern Asia_d,906,Melanesia,928,1990,0
Eastern Asia_d,906,Melanesia,928,1995,0
Eastern Asia_d,906,Melanesia,928,2000,0
Eastern Asia_d,906,Melanesia,928,2005,0
Eastern Asia_d,906,Melanesia,928,2010,0
Eastern Asia_d,906,Melanesia,928,2015,0
Eastern Asia_d,906,Melanesia,928,2020,0
Eastern Asia_d,906,Micronesia,954,1990,0
Eastern Asia_d,906,Micronesia,954,1995,0
Eastern Asia_d,906,Micronesia,954,2000,0
Eastern Asia_d,906,Micronesia,954,2005,0
Eastern Asia_d,906,Micronesia,954,2010,0
Eastern Asia_d,906,Micronesia,954,2015,0
Eastern Asia_d,906,Micronesia,954,2020,0
Eastern Asia_d,906,Polynesia,957,1990,0
Eastern Asia_d,906,Polynesia,957,1995,0
Eastern Asia_d,906,Polynesia,957,2000,0
Eastern Asia_d,906,Polynesia,957,2005,0
Eastern Asia_d,906,Polynesia,957,2010,0
Eastern Asia_d,906,Polynesia,957,2015,0
Eastern Asia_d,906,Polynesia,957,2020,0
South-Eastern Asia_d,920,Australia and New Zealand,927,1990,17729
South-Eastern Asia_d,920,Australia and New Zealand,927,1995,17811
South-Eastern Asia_d,920,Australia and New Zealand,927,2000,20603
South-Eastern Asia_d,920,Australia and New Zealand,927,2005,27283
South-Eastern Asia_d,920,Australia and New Zealand,927,2010,37557
South-Eastern Asia_d,920,Australia and New Zealand,927,2015,42147
South-Eastern Asia_d,920,Australia and New Zealand,927,2020,43908
South-Eastern Asia_d,920,Eastern Africa,910,1990,57
South-Eastern Asia_d,920,Eastern Africa,910,1995,135
South-Eastern Asia_d,920,Eastern Africa,910,2000,528
South-Eastern Asia_d,920,Eastern Africa,910,2005,880
South-Eastern Asia_d,920,Eastern Africa,910,2010,1208
South-Eastern Asia_d,920,Eastern Africa,910,2015,1700
South-Eastern Asia_d,920,Eastern Africa,910,2020,3492
South-Eastern Asia_d,920,Middle Africa,911,1990,703
South-Eastern Asia_d,920,Middle Africa,911,1995,944
South-Eastern Asia_d,920,Middle Africa,911,2000,3082
South-Eastern Asia_d,920,Middle Africa,911,2005,2500
South-Eastern Asia_d,920,Middle Africa,911,2010,642
South-Eastern Asia_d,920,Middle Africa,911,2015,653
South-Eastern Asia_d,920,Middle Africa,911,2020,689
South-Eastern Asia_d,920,Northern Africa,912,1990,14754
South-Eastern Asia_d,920,Northern Africa,912,1995,10370
South-Eastern Asia_d,920,Northern Africa,912,2000,5667
South-Eastern Asia_d,920,Northern Africa,912,2005,4117
South-Eastern Asia_d,920,Northern Africa,912,2010,3326
South-Eastern Asia_d,920,Northern Africa,912,2015,3565
South-Eastern Asia_d,920,Northern Africa,912,2020,3756
South-Eastern Asia_d,920,Southern Africa,913,1990,186
South-Eastern Asia_d,920,Southern Africa,913,1995,250
South-Eastern Asia_d,920,Southern Africa,913,2000,852
South-Eastern Asia_d,920,Southern Africa,913,2005,689
South-Eastern Asia_d,920,Southern Africa,913,2010,800
South-Eastern Asia_d,920,Southern Africa,913,2015,813
South-Eastern Asia_d,920,Southern Africa,913,2020,864
South-Eastern Asia_d,920,Western Africa,914,1990,65
South-Eastern Asia_d,920,Western Africa,914,1995,86
South-Eastern Asia_d,920,Western Africa,914,2000,346
South-Eastern Asia_d,920,Western Africa,914,2005,283
South-Eastern Asia_d,920,Western Africa,914,2010,369
South-Eastern Asia_d,920,Western Africa,914,2015,376
South-Eastern Asia_d,920,Western Africa,914,2020,397
South-Eastern Asia_d,920,Central Asia,5500,1990,0
South-Eastern Asia_d,920,Central Asia,5500,1995,0
South-Eastern Asia_d,920,Central Asia,5500,2000,0
South-Eastern Asia_d,920,Central Asia,5500,2005,0
South-Eastern Asia_d,920,Central Asia,5500,2010,0
South-Eastern Asia_d,920,Central Asia,5500,2015,0
South-Eastern Asia_d,920,Central Asia,5500,2020,0
South-Eastern Asia_d,920,Eastern Asia,906,1990,707453
South-Eastern Asia_d,920,Eastern Asia,906,1995,648755
South-Eastern Asia_d,920,Eastern Asia,906,2000,641051
South-Eastern Asia_d,920,Eastern Asia,906,2005,687353
South-Eastern Asia_d,920,Eastern Asia,906,2010,774279
South-Eastern Asia_d,920,Eastern Asia,906,2015,868560
South-Eastern Asia_d,920,Eastern Asia,906,2020,896162
South-Eastern Asia_d,920,South-Eastern Asia,920,1990,1341305
South-Eastern Asia_d,920,South-Eastern Asia,920,1995,2231222
South-Eastern Asia_d,920,South-Eastern Asia,920,2000,3454008
South-Eastern Asia_d,920,South-Eastern Asia,920,2005,4628633
South-Eastern Asia_d,920,South-Eastern Asia,920,2010,5954082
South-Eastern Asia_d,920,South-Eastern Asia,920,2015,6781878
South-Eastern Asia_d,920,South-Eastern Asia,920,2020,7088821
South-Eastern Asia_d,920,Southern Asia,5501,1990,193037
South-Eastern Asia_d,920,Southern Asia,5501,1995,285758
South-Eastern Asia_d,920,Southern Asia,5501,2000,432764
South-Eastern Asia_d,920,Southern Asia,5501,2005,771338
South-Eastern Asia_d,920,Southern Asia,5501,2010,1211135
South-Eastern Asia_d,920,Southern Asia,5501,2015,1649043
South-Eastern Asia_d,920,Southern Asia,5501,2020,1733636
South-Eastern Asia_d,920,Western Asia,922,1990,14945
South-Eastern Asia_d,920,Western Asia,922,1995,10669
South-Eastern Asia_d,920,Western Asia,922,2000,16838
South-Eastern Asia_d,920,Western Asia,922,2005,19657
South-Eastern Asia_d,920,Western Asia,922,2010,19672
South-Eastern Asia_d,920,Western Asia,922,2015,21890
South-Eastern Asia_d,920,Western Asia,922,2020,23055
South-Eastern Asia_d,920,Eastern Europe,923,1990,54
South-Eastern Asia_d,920,Eastern Europe,923,1995,89
South-Eastern Asia_d,920,Eastern Europe,923,2000,493
South-Eastern Asia_d,920,Eastern Europe,923,2005,395
South-Eastern Asia_d,920,Eastern Europe,923,2010,480
South-Eastern Asia_d,920,Eastern Europe,923,2015,486
South-Eastern Asia_d,920,Eastern Europe,923,2020,511
South-Eastern Asia_d,920,Northern Europe,924,1990,34573
South-Eastern Asia_d,920,Northern Europe,924,1995,31306
South-Eastern Asia_d,920,Northern Europe,924,2000,56436
South-Eastern Asia_d,920,Northern Europe,924,2005,61600
South-Eastern Asia_d,920,Northern Europe,924,2010,50453
South-Eastern Asia_d,920,Northern Europe,924,2015,56022
South-Eastern Asia_d,920,Northern Europe,924,2020,59120
South-Eastern Asia_d,920,Southern Europe,925,1990,1909
South-Eastern Asia_d,920,Southern Europe,925,1995,2233
South-Eastern Asia_d,920,Southern Europe,925,2000,3151
South-Eastern Asia_d,920,Southern Europe,925,2005,2874
South-Eastern Asia_d,920,Southern Europe,925,2010,4721
South-Eastern Asia_d,920,Southern Europe,925,2015,4790
South-Eastern Asia_d,920,Southern Europe,925,2020,5045
South-Eastern Asia_d,920,Western Europe,926,1990,7178
South-Eastern Asia_d,920,Western Europe,926,1995,7632
South-Eastern Asia_d,920,Western Europe,926,2000,11777
South-Eastern Asia_d,920,Western Europe,926,2005,13171
South-Eastern Asia_d,920,Western Europe,926,2010,19401
South-Eastern Asia_d,920,Western Europe,926,2015,20544
South-Eastern Asia_d,920,Western Europe,926,2020,21674
South-Eastern Asia_d,920,Latin America and the Caribbean,904,1990,882
South-Eastern Asia_d,920,Latin America and the Caribbean,904,1995,1120
South-Eastern Asia_d,920,Latin America and the Caribbean,904,2000,7435
South-Eastern Asia_d,920,Latin America and the Caribbean,904,2005,6082
South-Eastern Asia_d,920,Latin America and the Caribbean,904,2010,1875
South-Eastern Asia_d,920,Latin America and the Caribbean,904,2015,1685
South-Eastern Asia_d,920,Latin America and the Caribbean,904,2020,1761
South-Eastern Asia_d,920,Caribbean,915,1990,102
South-Eastern Asia_d,920,Caribbean,915,1995,114
South-Eastern Asia_d,920,Caribbean,915,2000,222
