,Country,Time,Actual_Net_Migration,Predicted_Net_Migration
14464,"Congo, Rep.",2050,-1.0,-1.0008934405720593
14465,Costa Rica,2021,2.084,2.0887729546876503
14466,Costa Rica,2022,3.85,3.847259503395907
14467,Costa Rica,2023,3.75,3.748700656428919
14468,Costa Rica,2024,3.638,3.635691402108196
14469,Costa Rica,2025,3.515,3.5151137904263567
14470,Costa Rica,2026,3.388,3.3776652198446855
14471,Costa Rica,2027,3.261,3.2722263811254075
14472,Costa Rica,2028,3.14,3.1316807129724773
14473,Costa Rica,2029,3.02,3.017697652409123
14474,Costa Rica,2030,2.9,2.9077232326598246
14475,Costa Rica,2031,2.78,2.7644095945290923
14476,Costa Rica,2032,2.66,2.6649899626773443
14477,Costa Rica,2033,2.54,2.5414518496742073
14478,Costa Rica,2034,2.42,2.414473285142392
14479,Costa Rica,2035,2.3,2.2974905982529776
14480,Costa Rica,2036,2.18,2.1765088979279095
14481,Costa Rica,2037,2.06,2.0685397631454596
14482,Costa Rica,2038,1.937,1.9375570553644372
14483,Costa Rica,2039,1.801,1.787013920739422
14484,Costa Rica,2040,1.663,1.6691533790210349
14485,Costa Rica,2041,1.536,1.5415941706322185
14486,Costa Rica,2042,1.436,1.4276118288138713
14487,Costa Rica,2043,1.37,1.365620034872549
14488,Costa Rica,2044,1.313,1.3071963211361886
14489,Costa Rica,2045,1.263,1.2596394804366484
14490,Costa Rica,2046,1.224,1.225653301965333
14491,Costa Rica,2047,1.203,1.2166584632680253
14492,Costa Rica,2048,1.2,1.186232040083483
14493,Costa Rica,2049,1.2,1.191119112305936
14494,Costa Rica,2050,1.2,1.208246418820463
14495,Cote d'Ivoire,2021,-21.0,-21.01221264573299
14496,Cote d'Ivoire,2022,6.0,5.997026415404904
14497,Cote d'Ivoire,2023,6.0,5.997498896315463
14498,Cote d'Ivoire,2024,6.0,6.00688612386135
14499,Cote d'Ivoire,2025,6.0,5.987958195858771
14500,Cote d'Ivoire,2026,6.0,6.0023496827275125
14501,Cote d'Ivoire,2027,6.0,5.995870678840692
14502,Cote d'Ivoire,2028,6.0,5.999846741304757
14503,Cote d'Ivoire,2029,6.0,5.995810999000935
14504,Cote d'Ivoire,2030,6.0,5.995246150529281
14505,Cote d'Ivoire,2031,6.0,6.001690195640077
14506,Cote d'Ivoire,2032,6.0,6.00126249881485
14507,Cote d'Ivoire,2033,6.0,5.9962839719657355
14508,Cote d'Ivoire,2034,6.0,6.004292911722165
14509,Cote d'Ivoire,2035,6.0,5.9903062994346
14510,Cote d'Ivoire,2036,6.0,6.002886342217633
14511,Cote d'Ivoire,2037,6.0,5.988326402992112
14512,Cote d'Ivoire,2038,6.0,6.002762200352262
14513,Cote d'Ivoire,2039,6.0,6.000762903264104
14514,Cote d'Ivoire,2040,6.0,5.999312467578778
14515,Cote d'Ivoire,2041,6.0,5.995311442912146
14516,Cote d'Ivoire,2042,6.0,5.998288043403933
14517,Cote d'Ivoire,2043,6.0,6.004245805590995
14518,Cote d'Ivoire,2044,6.0,5.987217938024672
14519,Cote d'Ivoire,2045,6.0,6.008168021619366
14520,Cote d'Ivoire,2046,6.0,5.994110651273845
14521,Cote d'Ivoire,2047,6.0,5.992051339966609
14522,Cote d'Ivoire,2048,6.0,6.002983001161877
14523,Cote d'Ivoire,2049,6.0,5.988484659129118
14524,Cote d'Ivoire,2050,6.0,6.008426956007912
14525,Croatia,2021,-10.402,-10.400347016250226
14526,Croatia,2022,-2.0,-2.0092275850171513
14527,Croatia,2023,-2.0,-1.9972299234565902
14528,Croatia,2024,-2.0,-1.997228981595451
14529,Croatia,2025,-2.0,-2.007796472792966
14530,Croatia,2026,-2.0,-1.9932461150639322
14531,Croatia,2027,-2.0,-1.999255151324956
14532,Croatia,2028,-2.0,-1.9992624713574387
14533,Croatia,2029,-2.0,-2.0066968357498784
14534,Croatia,2030,-2.0,-2.000841142571974
14535,Croatia,2031,-2.0,-1.9858623474081432
14536,Croatia,2032,-2.0,-2.0023172018177746
14537,Croatia,2033,-2.0,-2.0008869991975584
14538,Croatia,2034,-2.0,-2.0147663528906143
14539,Croatia,2035,-2.0,-1.9953279070003074
14540,Croatia,2036,-2.0,-1.9993031497664626
14541,Croatia,2037,-2.0,-2.0042662221240306
14542,Croatia,2038,-2.0,-1.9972231464048558
14543,Croatia,2039,-2.0,-2.001179499603575
14544,Croatia,2040,-2.0,-1.996127428998073
14545,Croatia,2041,-2.0,-1.9960721747627832
14546,Croatia,2042,-2.0,-2.007013416644511
14547,Croatia,2043,-2.0,-2.000963301618477
14548,Croatia,2044,-2.0,-1.9943581246046955
14549,Croatia,2045,-2.0,-1.9994481414261833
14550,Croatia,2046,-2.0,-2.004289270951177
14551,Croatia,2047,-2.0,-1.9992689244635233
14552,Croatia,2048,-2.0,-1.9958145535283354
14553,Croatia,2049,-2.0,-1.9958038132620763
14554,Croatia,2050,-2.0,-2.005800666832763
14555,Cuba,2021,-7.068,-7.071616366257048
14556,Cuba,2022,-6.0,-5.996788701239869
14557,Cuba,2023,-6.0,-5.993805283717802
14558,Cuba,2024,-6.0,-6.003378522568129
14559,Cuba,2025,-6.0,-5.998238539393472
14560,Cuba,2026,-6.0,-6.004786435184322
14561,Cuba,2027,-6.0,-5.996788618367994
14562,Cuba,2028,-6.0,-6.002341884693912
14563,Cuba,2029,-6.0,-6.011334416900633
14564,Cuba,2030,-6.0,-5.989784751559509
14565,Cuba,2031,-6.0,-6.008758171746694
14566,Cuba,2032,-6.0,-5.991741513094826
14567,Cuba,2033,-6.0,-5.997718235201866
14568,Cuba,2034,-6.0,-6.000697293987125
14569,Cuba,2035,-6.0,-6.007669498689095
14570,Cuba,2036,-6.0,-5.995637850097726
14571,Cuba,2037,-6.0,-6.005049180001367
14572,Cuba,2038,-6.0,-5.998597805016801
14573,Cuba,2039,-6.0,-6.003571728012745
14574,Cuba,2040,-6.0,-5.995544312034146
14575,Cuba,2041,-6.0,-6.006504984107641
14576,Cuba,2042,-6.0,-5.992025325803187
14577,Cuba,2043,-6.0,-6.001864975091113
14578,Cuba,2044,-6.0,-5.998384281810028
14579,Cuba,2045,-6.0,-6.003336585860795
14580,Cuba,2046,-6.0,-5.992846170184673
14581,Cuba,2047,-6.0,-6.002680813087833
14582,Cuba,2048,-6.0,-5.999196902697131
14583,Cuba,2049,-6.0,-5.999159124203132
14584,Cuba,2050,-6.0,-6.0046841785281035
14585,Curaçao,2021,0.502,0.5008842386517576
14586,Curaçao,2022,0.515,0.5129533381801615
14587,Curaçao,2023,0.515,0.5165480575432038
14588,Curaçao,2024,0.515,0.5030245576327304
14589,Curaçao,2025,0.515,0.521045711359971
14590,Curaçao,2026,0.515,0.5150619027631218
14591,Curaçao,2027,0.515,0.5060628117575255
14592,Curaçao,2028,0.515,0.5090429388776777
14593,Curaçao,2029,0.515,0.5194623151121688
14594,Curaçao,2030,0.515,0.5160182893802915
14595,Curaçao,2031,0.515,0.5035868966118974
14596,Curaçao,2032,0.515,0.5216022048083717
14597,Curaçao,2033,0.515,0.5140685763340971
14598,Curaçao,2034,0.515,0.5061088061610043
14599,Curaçao,2035,0.515,0.5141502514033347
14600,Curaçao,2036,0.515,0.5087583994438981
14601,Curaçao,2037,0.515,0.5192288074275095
14602,Curaçao,2038,0.515,0.513702955099316
14603,Curaçao,2039,0.515,0.5182969872082478
14604,Curaçao,2040,0.515,0.5073336287711325
14605,Curaçao,2041,0.515,0.5103601715959166
14606,Curaçao,2042,0.515,0.5093819133697044
14607,Curaçao,2043,0.515,0.5214004297656075
14608,Curaçao,2044,0.515,0.5064211000564172
14609,Curaçao,2045,0.515,0.5184343282751942
14610,Curaçao,2046,0.515,0.5144510952740927
14611,Curaçao,2047,0.515,0.5074712968954694
14612,Curaçao,2048,0.515,0.5184905782054288
14613,Curaçao,2049,0.515,0.5075127920604848
14614,Curaçao,2050,0.515,0.5185348332012469
14615,Cyprus,2021,1.995,1.9841296452055055
14616,Cyprus,2022,5.0,5.005743117632125
14617,Cyprus,2023,5.0,4.994299217123208
14618,Cyprus,2024,5.0,5.006721500213341
14619,Cyprus,2025,5.0,4.998714989319233
14620,Cyprus,2026,5.0,4.993704861812792
14621,Cyprus,2027,5.0,5.012144975818896
14622,Cyprus,2028,5.0,4.9837061090366985
14623,Cyprus,2029,5.0,5.008707806912789
14624,Cyprus,2030,5.0,5.00141928785384
14625,Cyprus,2031,5.0,4.992963859244005
14626,Cyprus,2032,5.0,5.008820496376426
14627,Cyprus,2033,5.0,4.98336839321724
14628,Cyprus,2034,5.0,5.0047922691347235
14629,Cyprus,2035,5.0,5.010340950617805
14630,Cyprus,2036,5.0,4.99232421599513
14631,Cyprus,2037,5.0,4.9973189514016525
14632,Cyprus,2038,5.0,4.99431861928392
14633,Cyprus,2039,5.0,4.9983304450662756
14634,Cyprus,2040,5.0,4.996331943175475
14635,Cyprus,2041,5.0,5.011348015578503
14636,Cyprus,2042,5.0,4.993371878870416
14637,Cyprus,2043,5.0,5.00540490049416
14638,Cyprus,2044,5.0,4.995448593382836
14639,Cyprus,2045,5.0,5.000478265269342
14640,Cyprus,2046,5.0,4.997536247803907
14641,Cyprus,2047,5.0,4.997014809578666
14642,Cyprus,2048,5.0,5.002059947735313
14643,Cyprus,2049,5.0,4.993232278401038
14644,Cyprus,2050,5.0,5.001278423578768
14645,Czechia,2021,3.621,3.6178279215555094
14646,Czechia,2022,22.011,22.013308217544346
14647,Czechia,2023,22.011,22.019323144863886
14648,Czechia,2024,22.011,22.005319624344857
14649,Czechia,2025,22.011,22.00789769044162
14650,Czechia,2026,22.011,22.01590846515643
14651,Czechia,2027,22.011,22.00591968253146
14652,Czechia,2028,22.011,22.015807323981374
14653,Czechia,2029,22.011,22.0004029790695
14654,Czechia,2030,22.011,22.019432204517635
14655,Czechia,2031,22.011,22.011466199175466
14656,Czechia,2032,22.011,22.004523818317182
14657,Czechia,2033,22.011,22.01056816358006
14658,Czechia,2034,22.011,22.008177296859582
14659,Czechia,2035,22.011,22.026663787618304
14660,Czechia,2036,22.011,22.00871228126685
14661,Czechia,2037,22.011,21.997761133853178
14662,Czechia,2038,22.011,22.01036655211141
14663,Czechia,2039,22.011,22.01284509007141
14664,Czechia,2040,22.011,22.014872042073534
14665,Czechia,2041,22.011,22.01447218466309
14666,Czechia,2042,22.011,22.012946844500924
14667,Czechia,2043,22.011,21.99697181718141
14668,Czechia,2044,22.011,22.028986866104063
14669,Czechia,2045,22.011,21.99899884570445
14670,Czechia,2046,22.011,22.020000306617522
14671,Czechia,2047,22.011,22.004995504991676
14672,Czechia,2048,22.011,22.00798669921233
14673,Czechia,2049,22.011,22.019974936820937
14674,Czechia,2050,22.011,22.01240036759624
14675,Denmark,2021,22.746,22.746462148528988
14676,Denmark,2022,19.999,20.000689882803496
14677,Denmark,2023,19.999,20.00572177306244
14678,Denmark,2024,19.999,19.999750323732453
14679,Denmark,2025,19.999,19.984775718137016
14680,Denmark,2026,19.999,20.004354612252957
14681,Denmark,2027,19.999,19.991830851993665
14682,Denmark,2028,19.999,20.00685628390571
14683,Denmark,2029,19.999,19.99733488953826
14684,Denmark,2030,19.999,19.998916006652983
14685,Denmark,2031,19.999,19.993495542755962
14686,Denmark,2032,19.999,19.996947105308063
14687,Denmark,2033,19.999,20.0079580386918
14688,Denmark,2034,19.999,20.001968660202472
14689,Denmark,2035,19.999,19.999980607884112
14690,Denmark,2036,19.999,19.994989846947888
14691,Denmark,2037,19.999,19.99296784505338
14692,Denmark,2038,19.999,20.00140239358018
14693,Denmark,2039,19.999,19.99793584394832
14694,Denmark,2040,19.999,19.994917883909597
14695,Denmark,2041,19.999,20.000896513924186
14696,Denmark,2042,19.999,19.997868210689973
14697,Denmark,2043,19.999,19.99985669173754
14698,Denmark,2044,19.999,19.99481577968715
14699,Denmark,2045,19.999,20.00980193086855
14700,Denmark,2046,19.999,19.99419897120951
14701,Denmark,2047,19.999,19.99732250201249
14702,Denmark,2048,19.999,20.001747457112867
14703,Denmark,2049,19.999,19.99373845255806
14704,Denmark,2050,19.999,19.99473340767477
14705,Djibouti,2021,0.742,0.7446888845341847
14706,Djibouti,2022,0.9,0.8927074907896292
14707,Djibouti,2023,0.9,0.8918216858894138
14708,Djibouti,2024,0.9,0.9134809244969873
14709,Djibouti,2025,0.9,0.8915556762291713
14710,Djibouti,2026,0.9,0.8969851717152472
14711,Djibouti,2027,0.9,0.895977586334034
14712,Djibouti,2028,0.9,0.8999605867407052
14713,Djibouti,2029,0.9,0.897943089677931
14714,Djibouti,2030,0.9,0.8963566305337051
14715,Djibouti,2031,0.9,0.8994718551023956
14716,Djibouti,2032,0.9,0.8928835608564984
14717,Djibouti,2033,0.9,0.9004332061541659
14718,Djibouti,2034,0.9,0.89185079657062
14719,Djibouti,2035,0.9,0.9028324033497898
14720,Djibouti,2036,0.9,0.898809481759701
14721,Djibouti,2037,0.9,0.8972266232848456
14722,Djibouti,2038,0.9,0.9007759397877213
14723,Djibouti,2039,0.9,0.8947577234435281
14724,Djibouti,2040,0.9,0.9047405137490688
14725,Djibouti,2041,0.9,0.8917218374032034
14726,Djibouti,2042,0.9,0.9017124835863592
14727,Djibouti,2043,0.9,0.9046959212323954
14728,Djibouti,2044,0.9,0.889126458085718
14729,Djibouti,2045,0.9,0.8936801027727361
14730,Djibouti,2046,0.9,0.9016766573562851
14731,Djibouti,2047,0.9,0.8906804346201099
14732,Djibouti,2048,0.9,0.8992439686222029
14733,Djibouti,2049,0.9,0.904684527323506
14734,Djibouti,2050,0.9,0.8956971849275407
14735,Dominica,2021,0.057,0.05925611350145303
14736,Dominica,2022,-0.04,-0.04338466276240962
14737,Dominica,2023,-0.04,-0.04224339446878941
14738,Dominica,2024,-0.04,-0.03522647245928282
14739,Dominica,2025,-0.04,-0.0371991461240675
14740,Dominica,2026,-0.04,-0.04319733976630607
14741,Dominica,2027,-0.04,-0.048665773990571905
14742,Dominica,2028,-0.04,-0.03869610978519932
14743,Dominica,2029,-0.04,-0.040282224039850135
14744,Dominica,2030,-0.04,-0.036309966889996555
14745,Dominica,2031,-0.04,-0.040346609088573425
14746,Dominica,2032,-0.04,-0.04642494867195076
14747,Dominica,2033,-0.04,-0.03609401801960172
14748,Dominica,2034,-0.04,-0.05505166982873217
14749,Dominica,2035,-0.04,-0.031718746266128826
14750,Dominica,2036,-0.04,-0.044813283189812904
14751,Dominica,2037,-0.04,-0.0419019413213959
14752,Dominica,2038,-0.04,-0.04001697777694121
14753,Dominica,2039,-0.04,-0.03568934130565358
14754,Dominica,2040,-0.04,-0.055213998764651724
14755,Dominica,2041,-0.04,-0.03628111553447149
14756,Dominica,2042,-0.04,-0.04333181538681747
14757,Dominica,2043,-0.04,-0.0443642604709178
14758,Dominica,2044,-0.04,-0.03538281106539661
14759,Dominica,2045,-0.04,-0.051370156658585776
14760,Dominica,2046,-0.04,-0.033343664938866806
14761,Dominica,2047,-0.04,-0.048327272682112406
14762,Dominica,2048,-0.04,-0.04132133443314397
14763,Dominica,2049,-0.04,-0.03631539996825941
14764,Dominica,2050,-0.04,-0.04529599240763955
14765,Dominican Republic,2021,-14.966,-14.973720806867682
14766,Dominican Republic,2022,-29.294,-29.29637609173968
14767,Dominican Republic,2023,-29.099,-29.099464554774798
14768,Dominican Republic,2024,-28.884,-28.88155250558092
14769,Dominican Republic,2025,-28.649,-28.648633782094556
14770,Dominican Republic,2026,-28.398,-28.39570891101075
14771,Dominican Republic,2027,-28.134,-28.14077743992876
14772,Dominican Republic,2028,-27.857,-27.859833833876138
14773,Dominican Republic,2029,-27.552,-27.54645419211028
14774,Dominican Republic,2030,-27.227,-27.23693931695236
14775,Dominican Republic,2031,-26.892,-26.881531579469993
14776,Dominican Republic,2032,-26.56,-26.573999739864743
14777,Dominican Republic,2033,-26.238,-26.231017043547908
14778,Dominican Republic,2034,-25.918,-25.91702407953077
14779,Dominican Republic,2035,-25.598,-25.598583663945803
14780,Dominican Republic,2036,-25.278,-25.268015087676996
14781,Dominican Republic,2037,-24.958,-24.9770123582876
14782,Dominican Republic,2038,-24.636,-24.63198679630726
14783,Dominican Republic,2039,-24.305,-24.30628208297866
14784,Dominican Republic,2040,-23.97,-23.97927343305794
14785,Dominican Republic,2041,-23.645,-23.642274276656526
14786,Dominican Republic,2042,-23.34,-23.33827567113264
14787,Dominican Republic,2043,-23.054,-23.060288835076367
14788,Dominican Republic,2044,-22.738,-22.726288849475765
14789,Dominican Republic,2045,-22.428,-22.44374102633906
14790,Dominican Republic,2046,-22.172,-22.177759233619835
14791,Dominican Republic,2047,-22.02,-22.01134547055861
14792,Dominican Republic,2048,-21.999,-22.005377445405383
14793,Dominican Republic,2049,-21.999,-21.98441121291664
14794,Dominican Republic,2050,-21.999,-22.00643987549141
14795,Ecuador,2021,35.894,35.88997100236625
14796,Ecuador,2022,-20.206,-20.20884715377631
14797,Ecuador,2023,-21.525,-21.526902207366614
14798,Ecuador,2024,-19.36,-19.361952447008793
14799,Ecuador,2025,-15.977,-15.970963305678087
14800,Ecuador,2026,-12.374,-12.38398285842429
14801,Ecuador,2027,-9.546,-9.54000455532982
14802,Ecuador,2028,-8.189,-8.195029530125003
14803,Ecuador,2029,-7.122,-7.110047787990254
14804,Ecuador,2030,-6.137,-6.146068938295836
14805,Ecuador,2031,-5.29,-5.289092429584794
14806,Ecuador,2032,-4.637,-4.638562234658919
14807,Ecuador,2033,-4.188,-4.192133687054286
14808,Ecuador,2034,-3.731,-3.727166614809121
14809,Ecuador,2035,-3.288,-3.2861663543749464
14810,Ecuador,2036,-2.927,-2.927747015266902
14811,Ecuador,2037,-2.714,-2.723200958422449
14812,Ecuador,2038,-2.684,-2.679646745495719
14813,Ecuador,2039,-2.684,-2.6932060669938003
14814,Ecuador,2040,-2.684,-2.6782083272560033
14815,Ecuador,2041,-2.684,-2.6852076923959203
14816,Ecuador,2042,-2.684,-2.675201036428821
14817,Ecuador,2043,-2.684,-2.692189912687429
14818,Ecuador,2044,-2.684,-2.6911907706826246
14819,Ecuador,2045,-2.684,-2.6751701816411675
14820,Ecuador,2046,-2.684,-2.6941500968249605
14821,Ecuador,2047,-2.684,-2.681476234284021
14822,Ecuador,2048,-2.684,-2.6860363379816543
14823,Ecuador,2049,-2.684,-2.689474515012839
14824,Ecuador,2050,-2.684,-2.6754763781274873
14825,Egypt,2021,-32.37,-32.36805053634197
14826,Egypt,2022,-29.998,-29.999087875180752
14827,Egypt,2023,-29.998,-30.004049707478696
14828,Egypt,2024,-29.998,-29.99095776192132
14829,Egypt,2025,-29.998,-29.999986975605104
14830,Egypt,2026,-29.998,-30.00301073895315
14831,Egypt,2027,-29.998,-29.988481952233673
14832,Egypt,2028,-29.998,-30.009633767253142
14833,Egypt,2029,-29.998,-29.99309155814267
14834,Egypt,2030,-29.998,-30.00408830606115
14835,Egypt,2031,-29.998,-30.00207841983902
14836,Egypt,2032,-29.998,-29.991053241906524
14837,Egypt,2033,-29.998,-30.00158616805373
14838,Egypt,2034,-29.998,-29.986566006520114
14839,Egypt,2035,-29.998,-30.007002778096346
14840,Egypt,2036,-29.998,-30.009011294612996
14841,Egypt,2037,-29.998,-29.989597213499703
14842,Egypt,2038,-29.998,-30.004063433656345
14843,Egypt,2039,-29.998,-29.999540629045846
14844,Egypt,2040,-29.998,-29.990158520527494
14845,Egypt,2041,-29.998,-30.004210987716668
14846,Egypt,2042,-29.998,-29.996277385875686
14847,Egypt,2043,-29.998,-29.98891005574131
14848,Egypt,2044,-29.998,-30.008422053352025
14849,Egypt,2045,-29.998,-29.99949356475324
14850,Egypt,2046,-29.998,-29.995560091361973
14851,Egypt,2047,-29.998,-30.00406695628186
14852,Egypt,2048,-29.998,-30.00370198160266
14853,Egypt,2049,-29.998,-30.000333074666862
14854,Egypt,2050,-29.998,-30.005835036127493
14855,El Salvador,2021,-27.343,-27.349142137292244
14856,El Salvador,2022,-23.249,-23.242451428414274
14857,El Salvador,2023,-23.249,-23.25371333151764
14858,El Salvador,2024,-23.249,-23.25008919513259
14859,El Salvador,2025,-23.249,-23.252140728897153
14860,El Salvador,2026,-23.249,-23.249749300340312
14861,El Salvador,2027,-23.249,-23.240244704712378
14862,El Salvador,2028,-23.249,-23.257297488546907
14863,El Salvador,2029,-23.249,-23.25034909495082
14864,El Salvador,2030,-23.249,-23.253388990263986
14865,El Salvador,2031,-23.249,-23.240862530663264
14866,El Salvador,2032,-23.249,-23.256456038511125
14867,El Salvador,2033,-23.249,-23.2504838278892
14868,El Salvador,2034,-23.249,-23.24608342275591
14869,El Salvador,2035,-23.249,-23.250555362867797
14870,El Salvador,2036,-23.249,-23.248592897802283
14871,El Salvador,2037,-23.249,-23.25363029231882
14872,El Salvador,2038,-23.249,-23.25010077896385
14873,El Salvador,2039,-23.249,-23.24468857631901
14874,El Salvador,2040,-23.249,-23.24870747809606
14875,El Salvador,2041,-23.249,-23.264715101910028
14876,El Salvador,2042,-23.249,-23.23972100114184
14877,El Salvador,2043,-23.249,-23.25172357131296
14878,El Salvador,2044,-23.249,-23.251284733105095
14879,El Salvador,2045,-23.249,-23.24571502317086
14880,El Salvador,2046,-23.249,-23.2507139127511
14881,El Salvador,2047,-23.249,-23.25171560664417
14882,El Salvador,2048,-23.249,-23.25115440971173
14883,El Salvador,2049,-23.249,-23.246146704661097
14884,El Salvador,2050,-23.249,-23.25414223997922
14885,Equatorial Guinea,2021,6.486,6.481883105737019
14886,Equatorial Guinea,2022,4.0,4.004928892772728
14887,Equatorial Guinea,2023,4.0,3.992103820605865
14888,Equatorial Guinea,2024,4.0,4.003252147839748
14889,Equatorial Guinea,2025,4.0,3.9948181644237395
14890,Equatorial Guinea,2026,4.0,4.004384182140445
14891,Equatorial Guinea,2027,4.0,3.9913796269201374
14892,Equatorial Guinea,2028,4.0,3.997367169325396
14893,Equatorial Guinea,2029,4.0,4.001366270065604
14894,Equatorial Guinea,2030,4.0,3.998371430293753
14895,Equatorial Guinea,2031,4.0,3.9943751533133667
14896,Equatorial Guinea,2032,4.0,4.009399760505961
14897,Equatorial Guinea,2033,4.0,3.9934163240151808
14898,Equatorial Guinea,2034,4.0,3.997999845547991
14899,Equatorial Guinea,2035,4.0,3.9874483780935353
14900,Equatorial Guinea,2036,4.0,4.002019664747216
14901,Equatorial Guinea,2037,4.0,4.010017515031842
14902,Equatorial Guinea,2038,4.0,3.991443285960827
14903,Equatorial Guinea,2039,4.0,3.9978694475001895
14904,Equatorial Guinea,2040,4.0,3.998413472538465
14905,Equatorial Guinea,2041,4.0,4.000962963750237
14906,Equatorial Guinea,2042,4.0,3.990375039756856
14907,Equatorial Guinea,2043,4.0,3.9963537822749133
14908,Equatorial Guinea,2044,4.0,3.99933422823245
14909,Equatorial Guinea,2045,4.0,4.002310139769182
14910,Equatorial Guinea,2046,4.0,3.9992750329761417
14911,Equatorial Guinea,2047,4.0,3.9902360735426856
14912,Equatorial Guinea,2048,4.0,4.001195243341985
14913,Equatorial Guinea,2049,4.0,4.000151600785722
14914,Equatorial Guinea,2050,4.0,4.003092991394179
14915,Eritrea,2021,-14.988,-14.9894515237074
14916,Eritrea,2022,-17.152,-17.159448615408365
14917,Eritrea,2023,-15.297,-15.290851295181772
14918,Eritrea,2024,-13.918,-13.916045059507882
14919,Eritrea,2025,-12.614,-12.622483547784832
14920,Eritrea,2026,-11.433,-11.430044226098142
14921,Eritrea,2027,-10.424,-10.420604906294656
14922,Eritrea,2028,-9.595,-9.604044973139146
14923,Eritrea,2029,-8.77,-8.772054700661636
14924,Eritrea,2030,-8.006,-8.008052340862331
14925,Eritrea,2031,-7.399,-7.395622847079225
14926,Eritrea,2032,-7.048,-7.0490717030388135
14927,Eritrea,2033,-7.0,-7.001094109426415
14928,Eritrea,2034,-7.0,-6.990129056866487
14929,Eritrea,2035,-7.0,-7.013153538296648
14930,Eritrea,2036,-7.0,-6.995759898509071
14931,Eritrea,2037,-7.0,-7.005234877765597
14932,Eritrea,2038,-7.0,-6.996718298144234
14933,Eritrea,2039,-7.0,-7.00089064975454
14934,Eritrea,2040,-7.0,-6.99637564775746
14935,Eritrea,2041,-7.0,-7.014989857509994
14936,Eritrea,2042,-7.0,-6.9894837052491585
14937,Eritrea,2043,-7.0,-7.011538486208402
14938,Eritrea,2044,-7.0,-6.9931501554634785
14939,Eritrea,2045,-7.0,-7.002648372589053
14940,Eritrea,2046,-7.0,-6.999687723146694
14941,Eritrea,2047,-7.0,-7.005735313873076
14942,Eritrea,2048,-7.0,-6.993336470621686
14943,Eritrea,2049,-7.0,-7.000371352162711
14944,Eritrea,2050,-7.0,-7.005837454419217
14945,Estonia,2021,2.995,2.9850645295547804
14946,Estonia,2022,-1.0,-0.9920803417084807
14947,Estonia,2023,-1.0,-1.0031058140959963
14948,Estonia,2024,-1.0,-0.9971197657684041
14949,Estonia,2025,-1.0,-0.9991169131926321
14950,Estonia,2026,-1.0,-1.0011187626332523
14951,Estonia,2027,-1.0,-1.0041385066354227
14952,Estonia,2028,-1.0,-0.9921299449407592
14953,Estonia,2029,-1.0,-0.9996906800887329
14954,Estonia,2030,-1.0,-0.9971155603429493
14955,Estonia,2031,-1.0,-1.0075354667354528
14956,Estonia,2032,-1.0,-1.0000763831601778
14957,Estonia,2033,-1.0,-0.9950654770042144
14958,Estonia,2034,-1.0,-1.0000469649534458
14959,Estonia,2035,-1.0,-1.0104648903974487
14960,Estonia,2036,-1.0,-0.9920026107488376
14961,Estonia,2037,-1.0,-0.9935330603572037
14962,Estonia,2038,-1.0,-1.0089422847804999
14963,Estonia,2039,-1.0,-0.9949196388590085
14964,Estonia,2040,-1.0,-1.0043344268744523
14965,Estonia,2041,-1.0,-0.9998696790335826
14966,Estonia,2042,-1.0,-0.999844375948008
14967,Estonia,2043,-1.0,-0.9988298563506659
14968,Estonia,2044,-1.0,-1.0022548675766638
14969,Estonia,2045,-1.0,-0.9937927988404174
14970,Estonia,2046,-1.0,-1.001775890225664
14971,Estonia,2047,-1.0,-1.0087568571482592
14972,Estonia,2048,-1.0,-0.992751931121036
14973,Estonia,2049,-1.0,-0.999314234150233
14974,Estonia,2050,-1.0,-1.0067552960093369
14975,Eswatini,2021,-4.897,-4.900557543570829
14976,Eswatini,2022,-5.733,-5.7324920291076085
14977,Eswatini,2023,-5.268,-5.269453007932029
14978,Eswatini,2024,-4.869,-4.8671079215104545
14979,Eswatini,2025,-4.465,-4.4661308981357095
14980,Eswatini,2026,-4.021,-4.029138251024028
14981,Eswatini,2027,-3.5,-3.4961668087734146
14982,Eswatini,2028,-2.797,-2.801184568322905
14983,Eswatini,2029,-1.61,-1.6031976735187536
14984,Eswatini,2030,-0.203,-0.20723881498690563
14985,Eswatini,2031,1.077,1.076739940941356
14986,Eswatini,2032,1.883,1.8837302951118968
14987,Eswatini,2033,2.0,2.0001821167727334
14988,Eswatini,2034,2.0,2.006752961002742
14989,Eswatini,2035,2.0,1.9852016756862507
14990,Eswatini,2036,2.0,1.9972096215470427
14991,Eswatini,2037,2.0,2.0037795851929845
14992,Eswatini,2038,2.0,1.992231349769967
14993,Eswatini,2039,2.0,1.9952154509861928
14994,Eswatini,2040,2.0,2.004773875962235
14995,Eswatini,2041,2.0,2.001750686014922
14996,Eswatini,2042,2.0,1.9977223463859008
14997,Eswatini,2043,2.0,1.9976851552131953
14998,Eswatini,2044,2.0,1.9996422863864562
14999,Eswatini,2045,2.0,2.0005891591585288
15000,Eswatini,2046,2.0,2.000092744602336
15001,Eswatini,2047,2.0,1.9964657670522201
15002,Eswatini,2048,2.0,1.9968223791364241
15003,Eswatini,2049,2.0,2.0093202634858685
15004,Eswatini,2050,2.0,1.9862414206202388
15005,Ethiopia,2021,-1.391,-1.3949015678420098
15006,Ethiopia,2022,-11.999,-11.999474817047997
