,LocTypeID,LocTypeName,Location,Time,TPopulation1July,TPopulationMale1July,TPopulationFemale1July,PopDensity,PopSexRatio,MedianAgePop,NatChange,NatChangeRT,PopChange,PopGrowthRate,DoublingTime,Births,Births1519,CBR,TFR,NRR,MAC,SRB,Deaths,DeathsMale,DeathsFemale,CDR,LEx,LExMale,LExFemale,LE15,LE15Male,LE15Female,LE65,LE65Male,LE65Female,LE80,LE80Male,LE80Female,InfantDeaths,IMR,LBsurvivingAge1,Under5Deaths,NetMigrations,War_Deaths,Foreign_Invasion_War,Civil_War,Inter_country_War,Imperial_Invasion_War
142,2,Geographic region,Europe,1980,693437.228,331651.865,361785.363,31.4021,91.6709,31.5623,2733.651,3.943,3194.807,0.461,,10156.371,975.953,14.651,1.9252,0.9048,26.412,105.6,7422.72,3775.371,3647.349,10.708,70.9463,66.8095,74.9001,58.2136,54.2983,61.8776,14.9431,12.928,16.3736,6.5093,5.6785,6.9186,222.571,21.9273,9963.411,278.409,461.293,171,0,2,0,0
143,2,Geographic region,Europe,1981,696429.19,333254.463,363174.727,31.5376,91.7615,31.7391,2648.914,3.804,2789.116,0.4,,10053.03,933.036,14.437,1.8891,0.889,26.453,105.6,7404.116,3754.292,3649.824,10.633,71.2414,67.1219,75.1738,58.4136,54.5117,62.0622,15.0771,13.0597,16.5005,6.566,5.7238,6.9779,210.572,20.9098,9870.348,263.848,140.367,143,0,2,0,0
144,2,Geographic region,Europe,1982,699220.37,334725.643,364494.727,31.664,91.8328,31.937,2728.913,3.903,2793.244,0.399,,10102.647,901.701,14.449,1.8852,0.8879,26.499,105.7,7373.734,3728.39,3645.344,10.546,71.5347,67.4438,75.4318,58.6308,54.7434,62.2618,15.2372,13.2196,16.6531,6.6805,5.8196,7.1006,203.191,20.1291,9925.35,253.754,64.382,1074,0,2,1,0
145,2,Geographic region,Europe,1983,702014.774,336198.491,365816.284,31.7906,91.9036,32.137,2516.087,3.585,2795.564,0.398,,10078.184,859.731,14.359,1.8702,0.8817,26.556,105.6,7562.097,3814.865,3747.232,10.774,71.4905,67.3852,75.4224,58.5223,54.6137,62.1974,15.1747,13.1585,16.5912,6.6092,5.7447,7.033,195.022,19.3356,9907.758,245.09,279.631,85,0,1,0,0
146,2,Geographic region,Europe,1984,704798.623,337664.392,367134.231,31.9166,91.973,32.3265,2465.774,3.5,2772.133,0.393,,10050.688,833.816,14.265,1.8577,0.8764,26.598,105.6,7584.914,3826.226,3758.688,10.765,71.6044,67.4785,75.5671,58.5899,54.6557,62.3023,15.306,13.2909,16.7125,6.7251,5.8501,7.1532,189.659,18.8296,9885.023,238.858,306.468,69,0,1,0,0
147,2,Geographic region,Europe,1985,707516.287,339108.122,368408.165,32.0397,92.0469,32.5149,2267.037,3.205,2663.196,0.376,,9969.92,814.318,14.096,1.8385,0.8684,26.661,105.6,7702.883,3845.245,3857.638,10.891,71.7494,67.7484,75.5782,58.6402,54.806,62.2506,15.2629,13.2913,16.634,6.6601,5.7971,7.083,177.749,17.8057,9814.142,224.707,396.306,57,0,2,0,0
148,2,Geographic region,Europe,1986,710385.076,340657.27,369727.807,32.1696,92.1373,32.7061,2563.633,3.61,3074.383,0.433,,9987.274,799.993,14.064,1.84,0.8711,26.766,105.5,7423.641,3686.848,3736.793,10.454,72.524,68.622,76.2125,59.2724,55.5199,62.7655,15.6111,13.6285,16.978,6.8657,5.9869,7.2942,164.29,16.4547,9842.473,205.785,510.873,61,0,2,0,0
149,2,Geographic region,Europe,1987,713465.338,342338.083,371127.256,32.3091,92.2428,32.9055,2558.887,3.588,3086.141,0.433,,9966.304,799.895,13.975,1.8371,0.8693,26.835,105.7,7407.417,3679.681,3727.736,10.387,72.702,68.7927,76.4051,59.4204,55.6599,62.9291,15.7795,13.7943,17.1415,7.0002,6.1029,7.4371,161.295,16.1662,9824.346,201.822,527.293,150,0,2,0,0
150,2,Geographic region,Europe,1988,716444.431,343975.01,372469.422,32.444,92.3499,33.1211,2364.687,3.302,2872.045,0.401,,9840.567,796.909,13.741,1.817,0.8609,26.835,105.6,7475.88,3708.819,3767.061,10.439,72.8128,68.903,76.5315,59.4651,55.6975,62.9981,15.8482,13.8718,17.2006,7.0379,6.1355,7.4777,151.113,15.3329,9707.693,191.133,507.528,104,0,1,0,0
151,2,Geographic region,Europe,1989,719107.883,345447.054,373660.829,32.5646,92.4494,33.3626,1967.213,2.737,2454.858,0.341,,9495.117,795.238,13.211,1.7587,0.8342,26.821,105.7,7527.904,3758.988,3768.916,10.474,72.9362,68.9223,76.7909,59.5113,55.6408,63.1794,15.9313,13.9128,17.318,7.0807,6.151,7.5362,137.887,14.4673,9374.472,176.126,487.726,287,0,2,0,0
152,2,Geographic region,Europe,1990,721497.282,346746.684,374750.597,32.6728,92.5273,33.6192,1554.228,2.156,2323.939,0.322,,9235.425,823.001,12.809,1.7173,0.8151,26.777,105.7,7681.197,3846.694,3834.503,10.653,72.8843,68.8088,76.8361,59.3889,55.4495,63.1633,15.9122,13.8769,17.3172,7.0781,6.1441,7.5361,126.549,13.6581,9124.548,163.178,769.791,236,0,3,0,0
153,2,Geographic region,Europe,1991,723602.898,347867.071,375735.827,32.7682,92.5829,33.8868,1092.354,1.511,1887.294,0.261,,8888.909,820.807,12.293,1.6591,0.7877,26.776,105.8,7796.555,3919.078,3877.477,10.782,72.869,68.7329,76.9135,59.3084,55.3004,63.1854,15.9255,13.877,17.3462,7.1046,6.1558,7.5702,116.027,12.9938,8787.314,150.204,795.007,3399,1,6,0,0
154,2,Geographic region,Europe,1992,725259.493,348735.52,376523.973,32.8432,92.6197,34.1689,587.686,0.811,1425.895,0.197,,8523.515,787.352,11.761,1.5957,0.7578,26.836,105.8,7935.829,4034.036,3901.793,10.95,72.6774,68.3594,76.9677,59.0945,54.9015,63.22,15.9529,13.8622,17.4191,7.1796,6.2138,7.6522,107.681,12.5818,8429.289,141.356,838.397,20337,3,5,0,0
155,2,Geographic region,Europe,1993,726441.892,349335.758,377106.135,32.8967,92.6359,34.4568,-273.816,-0.377,938.905,0.129,,8138.793,754.661,11.215,1.531,0.7269,26.903,105.8,8412.609,4294.588,4118.021,11.592,72.0794,67.6452,76.5708,58.4823,54.1795,62.8011,15.6255,13.5336,17.1243,7.0007,6.0546,7.4657,101.134,12.3546,8050.277,134.016,1212.842,8940,4,5,0,0
156,2,Geographic region,Europe,1994,727063.162,349629.642,377433.52,32.9249,92.6334,34.7504,-579.019,-0.797,303.634,0.042,,7913.453,727.355,10.893,1.4951,0.7105,27.011,105.8,8492.472,4361.948,4130.524,11.69,72.0876,67.5744,76.6965,58.4295,54.0468,62.8669,15.6511,13.5337,17.1875,7.0745,6.126,7.5375,95.385,11.9904,7829.907,124.328,882.701,4564,0,5,0,0
157,2,Geographic region,Europe,1995,727300.408,349703.184,377597.224,32.9356,92.6128,35.0495,-889.517,-1.224,170.858,0.023,,7663.831,672.37,10.547,1.4546,0.6918,27.182,105.8,8553.348,4393.589,4159.759,11.771,72.1867,67.6738,76.8043,58.4557,54.0597,62.9191,15.6642,13.5389,17.2232,7.0871,6.1313,7.5535,87.061,11.2985,7587.649,113.17,1060.452,3969,0,5,0,0
158,2,Geographic region,Europe,1996,727453.566,349730.568,377722.999,32.9426,92.5892,35.3571,-813.056,-1.119,135.459,0.019,,7581.575,627.455,10.43,1.4447,0.6872,27.365,105.9,8394.631,4269.73,4124.901,11.549,72.7376,68.4103,77.1104,58.9273,54.7017,63.1657,15.8327,13.745,17.3656,7.1801,6.2393,7.6363,80.933,10.6402,7510.765,104.102,948.555,2721,0,1,0,0
159,2,Geographic region,Europe,1997,727566.48,349759.962,377806.518,32.9477,92.5765,35.6757,-763.711,-1.05,90.368,0.012,,7476.674,592.23,10.284,1.4299,0.6809,27.551,105.9,8240.385,4154.842,4085.543,11.334,73.248,69.0925,77.3997,59.3684,55.2997,63.4053,16.0261,13.9823,17.5276,7.2973,6.3756,7.7429,74.642,9.9465,7411.486,96.077,854.235,29,1,0,0,0
160,2,Geographic region,Europe,1998,727445.606,349690.086,377755.52,32.9422,92.5705,36.008,-823.616,-1.133,-332.116,-0.046,,7369.527,561.263,10.135,1.4149,0.6743,27.694,105.9,8193.143,4124.531,4068.612,11.268,73.5686,69.4684,77.6526,59.6268,55.6071,63.6044,16.1501,14.1156,17.6545,7.3629,6.4408,7.8101,69.735,9.4281,7308.677,89.164,491.607,1298,1,2,0,0
161,2,Geographic region,Europe,1999,727100.016,349504.278,377595.738,32.9265,92.5604,36.3398,-1138.392,-1.567,-359.064,-0.049,,7264.382,531.32,9.997,1.4011,0.6676,27.843,106,8402.774,4252.061,4150.713,11.564,73.3644,69.173,77.588,59.39,55.2762,63.5107,16.0935,14.0705,17.6106,7.3257,6.4305,7.7607,65.891,9.0391,7206.901,84.882,779.42,7258,1,2,0,0
162,2,Geographic region,Europe,2000,726968.473,349423.768,377544.705,32.9206,92.5516,36.6613,-1076.125,-1.482,95.978,0.013,,7325.763,517.486,10.085,1.418,0.6762,27.965,106,8401.888,4281.434,4120.454,11.567,73.5229,69.2809,77.8152,59.4941,55.3285,63.6856,16.2044,14.1603,17.7536,7.4223,6.5155,7.8657,63.022,8.5999,7270.694,80.62,1172.143,2907,0,1,0,0
163,2,Geographic region,Europe,2001,726878.371,349344.18,377534.192,32.9165,92.5331,36.9777,-1087.004,-1.496,-276.182,-0.038,,7277.594,507.574,10.018,1.4114,0.6739,28.074,105.9,8364.598,4273.434,4091.164,11.514,73.7801,69.55,78.0595,59.7121,55.5564,63.8935,16.3434,14.2962,17.9043,7.5376,6.6242,7.9873,60.197,8.2602,7225.094,76.719,810.926,1328.666667,0,2,1,0
164,2,Geographic region,Europe,2002,726939.358,349338.869,377600.488,32.9193,92.5155,37.2834,-1190.364,-1.64,398.155,0.055,,7330.526,503.297,10.094,1.4241,0.68,28.185,105.9,8520.89,4354.751,4166.139,11.734,73.7608,69.5375,78.0507,59.656,55.5005,63.8562,16.2963,14.2642,17.8619,7.5205,6.6333,7.9595,58.033,7.9354,7279.779,73.681,1588.535,1289,0,1,0,0
165,2,Geographic region,Europe,2003,727424.988,349562.233,377862.755,32.9413,92.5104,37.5632,-1212.996,-1.669,573.107,0.079,,7442.475,499.343,10.243,1.4456,0.6909,28.302,105.8,8655.471,4412.588,4242.883,11.912,73.8379,69.6739,78.07,59.6841,55.5792,63.8378,16.2557,14.2491,17.8133,7.4685,6.6042,7.8982,55.519,7.4803,7393.997,70.225,1786.198,2461.75,0,1,1,0
166,2,Geographic region,Europe,2004,728163.243,349904.094,378259.149,32.9747,92.5038,37.8327,-822.711,-1.131,903.401,0.124,,7558.652,496.116,10.392,1.4685,0.7025,28.416,105.8,8381.363,4308.978,4072.385,11.523,74.3786,70.1981,78.6096,60.1794,56.0542,64.3368,16.6078,14.5496,18.2068,7.7564,6.8497,8.2063,53.841,7.139,7511.725,67.431,1726.175,1178,0,2,0,0
167,2,Geographic region,Europe,2005,728950.486,350267.442,378683.044,33.0103,92.4962,38.0959,-925.754,-1.271,671.087,0.092,,7568.637,486.111,10.394,1.4713,0.7044,28.544,105.8,8494.391,4360.822,4133.569,11.665,74.5083,70.3566,78.7148,60.2697,56.1717,64.4049,16.6239,14.5759,18.2261,7.7259,6.8265,8.1759,50.968,6.7388,7524.343,64.091,1596.929,707,1,1,0,0
168,2,Geographic region,Europe,2006,729857.708,350699.849,379157.859,33.0514,92.4944,38.3508,-534.183,-0.733,1143.355,0.157,,7703.029,483.128,10.565,1.4988,0.7183,28.651,105.7,8237.212,4206.754,4030.458,11.298,75.1649,71.149,79.1856,60.8842,56.9174,64.84,16.9913,14.9818,18.5526,7.9304,7.0286,8.3827,49.069,6.3927,7660.33,61.132,1677.605,259,0,1,0,0
169,2,Geographic region,Europe,2007,731393.136,351485.685,379907.451,33.121,92.5188,38.5888,-301.691,-0.413,1927.502,0.264,,7886.129,473.414,10.797,1.5357,0.7363,28.766,105.7,8187.82,4174.045,4013.775,11.21,75.5532,71.5986,79.4959,61.2412,57.3318,65.1243,17.1753,15.17,18.7385,7.9877,7.0725,8.4551,48.203,6.1389,7844.197,59.674,2229.273,176,0,2,0,0
170,2,Geographic region,Europe,2008,733256.182,352462.258,380793.923,33.2053,92.5598,38.8091,-25.895,-0.036,1798.59,0.245,,8169.398,469.071,11.153,1.5907,0.7634,28.851,105.7,8195.293,4163.723,4031.57,11.189,75.8491,71.9597,79.717,61.5036,57.656,65.3164,17.3502,15.3868,18.8836,8.0218,7.1184,8.4914,47.266,5.8157,8128.297,58.448,1824.596,1055,2,1,0,0
171,2,Geographic region,Europe,2009,734902.805,353330.902,381571.903,33.2799,92.5988,39.0327,109.225,0.148,1494.656,0.203,,8208.268,441.526,11.179,1.6005,0.7682,28.954,105.7,8099.043,4098.823,4000.22,11.031,76.2941,72.5113,80.0296,61.9233,58.1759,65.6117,17.6066,15.68,19.1113,8.1306,7.2267,8.608,45.804,5.5862,8168.639,56.594,1385.415,696,0,1,0,0
172,2,Geographic region,Europe,2010,736276.812,354080.232,382196.58,33.3421,92.6435,39.2672,99.097,0.135,1253.359,0.17,,8227.484,394.58,11.183,1.6085,0.7726,29.131,105.7,8128.387,4097.544,4030.843,11.048,76.5463,72.839,80.1989,62.1472,58.4705,65.7587,17.7479,15.8694,19.2192,8.1926,7.3094,8.666,43.837,5.3365,8189.565,54.416,1154.403,418,0,1,0,0
173,2,Geographic region,Europe,2011,737589.666,354828.912,382760.753,33.4016,92.7025,39.5118,174.02,0.236,1372.347,0.186,,8132.98,359.825,11.035,1.5966,0.7673,29.247,105.7,7958.96,4010.425,3948.535,10.799,77.0825,73.4368,80.6513,62.6586,59.0485,66.181,18.0736,16.1952,19.5457,8.3797,7.4784,8.8711,41.595,5.1237,8097.017,51.473,1198.314,359,0,1,0,0
174,2,Geographic region,Europe,2012,738907.594,355608.478,383299.116,33.4612,92.7757,39.7527,100.512,0.136,1263.51,0.171,,8178.804,337.192,11.077,1.6149,0.7759,29.322,105.8,8078.292,4043.29,4035.002,10.941,77.253,73.7037,80.7213,62.834,59.3159,66.2612,18.0974,16.2633,19.5432,8.3399,7.4612,8.8287,42.866,5.2527,8141.708,52.544,1163.097,541,1,1,0,0
175,2,Geographic region,Europe,2013,740013.806,356292.333,383721.474,33.5113,92.8518,39.9851,5.828,0.008,948.915,0.128,,8039.791,309.457,10.872,1.5972,0.7681,29.439,105.7,8033.963,4016.819,4017.144,10.864,77.5811,74.0951,80.977,63.1416,59.6876,66.4958,18.2827,16.4619,19.7228,8.4739,7.5988,8.968,40.364,5.0128,8005.021,50.175,943.243,321,0,1,0,0
176,2,Geographic region,Europe,2014,741014.147,356917.429,384096.718,33.5566,92.9238,40.2142,111.714,0.15,1051.766,0.142,,8067.454,293.499,10.893,1.6146,0.7764,29.566,105.8,7955.74,3998.765,3956.975,10.743,77.9223,74.421,81.333,63.461,59.9898,66.8323,18.4974,16.6448,19.9702,8.6661,7.7671,9.1825,38.446,4.7737,8034.259,48.018,940.116,4598,4,2,0,0
177,2,Geographic region,Europe,2015,742107.449,357600.529,384506.92,33.6062,93.0024,40.4254,-173.134,-0.233,1134.838,0.153,,8004.465,271.616,10.796,1.6152,0.777,29.682,105.8,8177.599,4085.553,4092.046,11.029,77.9916,74.5648,81.334,63.5015,60.1048,66.805,18.3858,16.5557,19.8565,8.5412,7.6759,9.0499,35.889,4.4835,7973.565,45.094,1308.115,1471,2,2,0,0
178,2,Geographic region,Europe,2016,743318.582,358341.18,384977.402,33.661,93.0811,40.6284,-58.51,-0.079,1287.428,0.173,,7950.684,253.855,10.706,1.617,0.7786,29.818,105.7,8009.194,4020.972,3988.222,10.785,78.4272,75.0227,81.7353,63.9164,60.5396,67.1885,18.6481,16.783,20.1499,8.7766,7.8778,9.31,34.204,4.3029,7921.249,42.786,1346.009,462,2,1,0,0
179,2,Geographic region,Europe,2017,744449.361,359031.18,385418.181,33.7122,93.1537,40.8408,-458.404,-0.616,974.13,0.131,,7617.755,228.509,10.244,1.5629,0.7529,29.961,105.7,8076.159,4033.873,4042.286,10.86,78.6625,75.3383,81.8852,64.1271,60.8283,67.3169,18.6899,16.8472,20.1798,8.7646,7.8784,9.2976,31.097,4.0596,7591.165,39.098,1432.622,498,2,1,0,0
180,2,Geographic region,Europe,2018,745359.13,359605.232,385753.898,33.7534,93.2214,41.0589,-737.199,-0.99,845.407,0.113,,7375.157,212.643,9.906,1.5281,0.7363,30.072,105.7,8112.356,4069.248,4043.108,10.896,78.7879,75.4557,82.027,64.2317,60.9231,67.4403,18.7594,16.896,20.2757,8.8792,7.9918,9.416,28.406,3.8362,7350.848,35.99,1582.667,273,1,1,0,0
181,2,Geographic region,Europe,2019,746189.646,360107.984,386081.661,33.791,93.2725,41.284,-911.854,-1.224,815.625,0.109,,7108.392,203.35,9.538,1.4894,0.718,30.141,105.6,8020.246,4026.738,3993.508,10.762,79.1221,75.8289,82.3168,64.5521,61.2795,67.72,18.9567,17.0948,20.4741,9.06,8.1833,9.5922,26.762,3.7484,7085.503,33.599,1727.55,260,1,1,0,0
182,2,Geographic region,Europe,2020,746225.356,360173.039,386052.318,33.7926,93.2964,41.5013,-2180.542,-2.925,-744.203,-0.1,,6938.739,200.508,9.308,1.4732,0.7092,30.143,105.6,9119.281,4616.139,4503.142,12.233,77.7401,74.3555,81.0984,63.1435,59.778,66.4767,18.1031,16.1333,19.7622,8.4881,7.5408,9.0884,25.11,3.6077,6917.242,30.613,1436.475,7858,2,1,0,0
183,2,Geographic region,Asia & Oceania,1960,1699525.168,866346.089,833179.08,54.1879,103.9808,19.5528,24734.655,14.555,24831.047,1.461,47.4433,62484.685,6998.508,36.769,5.1942,1.5992,28.962,105.7,37750.03,19712.981,18037.049,22.214,41.7051,40.7853,42.6993,44.3997,43.0641,45.869,9.6949,9.0382,10.3133,4.4188,4.2112,4.5714,10041.646,159.9484,55485.301,16753.061,96.338,16567,2,8,0,0
184,2,Geographic region,Asia & Oceania,1960,15859.372,8077.216,7782.156,1.8683,103.7915,25.3227,274.056,17.326,359.589,2.267,30.5755,431.476,34.764,27.278,4.1113,1.7947,27.987,106.1,157.42,88.171,69.249,9.952,65.0507,62.3321,68.096,55.7079,53.0034,58.7311,13.9981,12.3967,15.5331,6.3203,5.6857,6.7949,21.64,50.2696,415.041,29.922,85.685,22162.5,1,10,0,0
185,2,Geographic region,Asia & Oceania,1961,1725898.864,879600.875,846297.988,55.0288,103.9351,19.5443,28005.215,16.228,27916.343,1.618,42.8398,60767.389,6954.888,35.212,4.9614,1.6406,28.81,105.7,32762.174,17127.652,15634.522,18.984,45.3368,44.3491,46.3938,46.0276,44.7235,47.4428,10.2731,9.5658,10.9359,4.5939,4.36,4.7647,8793.292,143.8734,54644.248,13962.292,-88.868,45437,1,7,2,1
186,2,Geographic region,Asia & Oceania,1961,16213.464,8254.578,7958.886,1.91,103.7152,25.0373,286.993,17.732,348.595,2.15,32.2394,445.669,36.822,27.536,4.1839,1.8343,27.999,106.1,158.676,89.24,69.436,9.804,65.3987,62.5505,68.5977,55.889,53.0772,59.0393,14.0857,12.4609,15.6262,6.417,5.7309,6.9269,21.702,48.8471,429.129,29.81,61.8,64307.5,2,7,1,0
187,2,Geographic region,Asia & Oceania,1962,1761233.738,897473.913,863759.826,56.1554,103.9032,19.4484,42824.252,24.286,42753.407,2.428,28.5481,71585.573,7698.443,40.596,5.8,2.0623,29.147,105.8,28761.321,15077.268,13684.053,16.31,49.631,48.5472,50.7816,47.9085,46.6221,49.2858,10.8987,10.1055,11.6423,4.762,4.4837,4.9649,8471.795,124.3403,65349.515,12297.813,-70.783,59214,2,7,2,0
188,2,Geographic region,Asia & Oceania,1962,16556.69,8422.466,8134.224,1.9504,103.5436,24.7783,282.514,17.093,337.858,2.041,33.9612,445.686,38.828,26.965,4.1069,1.8023,27.993,106.3,163.172,91.723,71.449,9.872,65.3939,62.5332,68.6124,55.7795,52.9626,58.941,13.9752,12.3108,15.5538,6.2956,5.575,6.8347,21.522,48.3461,429.31,29.471,55.492,90345,2,7,3,0
189,2,Geographic region,Asia & Oceania,1963,1807331.351,920884.146,886447.206,57.6252,103.8848,19.1974,49534.579,27.386,49441.818,2.736,25.3343,79029.63,8354.916,43.693,6.3182,2.2691,29.264,105.8,29495.051,15463.913,14031.138,16.307,50.2813,49.1721,51.4568,48.1603,46.8628,49.545,11.0263,10.2303,11.77,4.823,4.5336,5.0319,9182.237,119.5738,72406.929,12989.499,-92.792,92345,2,7,2,0
190,2,Geographic region,Asia & Oceania,1963,16899.48,8590.068,8309.411,1.9908,103.3776,24.5483,282.024,16.722,347.721,2.058,33.6806,446.547,40.855,26.477,4.0294,1.7739,28.026,106.3,164.523,92.366,72.157,9.755,65.6586,62.7982,68.8662,55.8749,53.0422,59.043,14.0326,12.2827,15.6871,6.3783,5.6586,6.9034,21.051,47.1627,430.561,28.72,65.835,103235,1,9,2,0
191,2,Geographic region,Asia & Oceania,1964,1855494.609,945356.664,910137.944,59.1609,103.8696,18.9264,46978.153,25.324,46884.697,2.527,27.4296,76407.281,8207.538,41.188,5.998,2.1779,29.186,105.8,29429.128,15429.796,13999.332,15.864,50.9491,49.8181,52.1448,48.4949,47.1867,49.8867,11.1488,10.3444,11.8985,4.8643,4.5625,5.0812,9052.145,117.1748,70131.385,12974.536,-93.55,205372,1,9,1,0
192,2,Geographic region,Asia & Oceania,1964,17248.331,8763.319,8485.012,2.0319,103.28,24.3396,269.634,15.672,349.982,2.029,34.162,440.254,42.513,25.589,3.8779,1.7082,28.094,106.4,170.62,95.673,74.947,9.917,65.4896,62.5931,68.754,55.6368,52.7695,58.8601,13.8267,12.089,15.4618,6.1899,5.4575,6.7224,20.525,46.5814,424.738,28.207,80.485,164193,1,9,3,0
193,2,Geographic region,Asia & Oceania,1965,1902211.904,969033.313,933178.591,60.6504,103.8422,18.7061,46654.36,24.524,46549.893,2.447,28.3264,77108.407,8288.481,40.532,5.9483,2.1525,29.209,105.8,30454.047,16057.484,14396.563,16.008,50.5795,49.2921,51.959,48.2289,46.7191,49.8561,11.1161,10.2915,11.8866,4.8483,4.5338,5.0743,9055.981,117.6448,70748.056,13328.361,-104.414,205467,2,8,1,0
194,2,Geographic region,Asia & Oceania,1965,17609.084,8943.816,8665.268,2.0744,103.2145,24.1581,265.136,15.105,371.524,2.11,32.8506,434.844,44.693,24.774,3.723,1.6453,28.063,106.3,169.708,95.167,74.541,9.669,65.8003,62.8508,69.1095,55.8474,52.9378,59.1021,13.9786,12.1856,15.6554,6.3733,5.6665,6.8718,20.16,46.3045,419.59,27.555,106.53,355751.5,2,9,2,0
195,2,Geographic region,Asia & Oceania,1966,1948659.178,992547.058,956112.12,62.1313,103.8107,18.5417,46455.105,23.841,46344.656,2.378,29.1483,76261.276,8365.741,39.138,5.7688,2.1098,29.198,105.9,29806.171,15632.497,14173.674,15.297,51.4792,50.3126,52.7101,48.8695,47.5269,50.2937,11.2864,10.4717,12.0423,4.9333,4.6207,5.1562,8812.606,115.294,70096.474,13015.677,-110.481,294572.5,2,7,1,0
196,2,Geographic region,Asia & Oceania,1966,17975.664,9126.823,8848.841,2.1176,103.1415,24.0203,264.894,14.777,361.636,2.012,34.4507,439.274,47.053,24.504,3.6437,1.6147,28.032,106.2,174.38,97.487,76.893,9.727,65.8367,62.8984,69.132,55.7692,52.8844,58.9942,13.7734,11.9822,15.4505,6.2138,5.4761,6.7328,19.872,45.2775,424.207,27.095,96.86,208594.5,2,8,1,0
197,2,Geographic region,Asia & Oceania,1967,1994854.061,1015975.223,978878.838,63.6042,103.7897,18.4512,46096.131,23.107,46045.11,2.308,30.0324,75547.123,8398.08,37.871,5.5887,2.0643,29.132,105.8,29450.992,15431.738,14019.254,14.764,52.1418,50.9789,53.3645,49.3262,47.9907,50.7376,11.3764,10.5624,12.1295,4.973,4.6604,5.1951,8597.003,113.1974,69547.485,12754.27,-51.024,241810,1,10,2,0
198,2,Geographic region,Asia & Oceania,1967,18320.277,9297.614,9022.663,2.1582,103.0473,23.92,276.237,15.099,327.59,1.788,38.7666,447.993,48.225,24.487,3.6008,1.6027,28.011,106.1,171.756,96.498,75.258,9.388,66.3286,63.2871,69.7333,56.1454,53.1587,59.4768,14.1316,12.2585,15.8816,6.5087,5.7359,7.0433,19.783,44.2304,432.941,26.758,51.503,112921.5,1,12,2,0
199,2,Geographic region,Asia & Oceania,1968,2043393.563,1040623.382,1002770.181,65.1519,103.7749,18.3899,51047.898,24.972,51033.895,2.498,27.7481,80158.864,9015.563,39.212,5.8026,2.1724,29.19,105.9,29110.966,15253.151,13857.815,14.24,53.0428,51.8617,54.2823,49.7656,48.4212,51.1824,11.4817,10.6747,12.2255,5.0165,4.7107,5.2329,8564.601,108.7111,74044.754,12487.007,-13.969,24504,0,13,1,0
200,2,Geographic region,Asia & Oceania,1968,18657.605,9464.555,9193.05,2.1979,102.9534,23.8374,284.468,15.27,347.066,1.86,37.266,463.363,48.659,24.872,3.6113,1.6106,27.963,106,178.895,100.435,78.46,9.602,66.2451,63.2013,69.6753,55.9365,52.9365,59.3077,13.8123,11.9361,15.589,6.1764,5.3575,6.7519,19.863,43.0298,448.153,26.668,62.812,24784,0,13,2,0
201,2,Geographic region,Asia & Oceania,1969,2094302.366,1066516.333,1027786.033,66.775,103.7683,18.3642,51001.815,24.352,50783.711,2.425,28.5834,80050.642,9243.714,38.222,5.6469,2.1308,29.158,105.9,29048.827,15208.598,13840.229,13.87,53.6282,52.4538,54.8573,50.1335,48.7994,51.5355,11.5722,10.7593,12.3206,5.077,4.7684,5.2953,8536.766,106.4174,74070.833,12369.619,-218.152,69550.5,1,13,2,0
202,2,Geographic region,Asia & Oceania,1969,19020.168,9645.503,9374.665,2.2406,102.889,23.7801,300.48,15.827,378.061,1.988,34.8666,476.191,49.675,25.082,3.5953,1.6096,27.946,105.9,175.711,98.755,76.956,9.255,66.7376,63.6256,70.2218,56.3192,53.2766,59.7127,14.0926,12.1746,15.8981,6.5554,5.7065,7.1333,19.858,41.8578,460.939,26.487,77.752,121238.5,1,12,2,0
203,2,Geographic region,Asia & Oceania,1970,2145547.094,1092662.577,1052884.516,68.4089,103.778,18.3756,52197.493,24.322,51705.743,2.41,28.7613,81470.758,9466.556,37.962,5.5865,2.1148,29.106,105.9,29273.265,15305.096,13968.169,13.64,53.9314,52.7815,55.13,50.3405,49.0295,51.7131,11.6573,10.8509,12.3974,5.1351,4.8322,5.3492,8470.791,104.4655,75489.854,12314.197,-491.71,56851.5,2,11,1,0
204,2,Geographic region,Asia & Oceania,1970,19480.269,9876.008,9604.262,2.2948,102.8294,23.782,304.595,15.73,542.141,2.783,24.9065,486.689,51.343,25.133,3.5548,1.5949,27.913,105.8,182.094,101.716,80.378,9.403,66.6238,63.5663,70.0418,56.0768,53.0986,59.3934,13.8427,11.9611,15.6217,6.3637,5.5317,6.9238,19.828,40.8714,471.423,26.345,237.763,51422,2,13,1,0
205,2,Geographic region,Asia & Oceania,1971,2196067.96,1118390.078,1077677.883,70.0198,103.7778,18.4182,50144.115,22.831,49335.991,2.247,30.8477,80518.682,9683.679,36.661,5.3497,2.0251,28.984,105.9,30374.567,16184.107,14190.46,13.83,53.3624,51.717,55.1421,49.6928,47.77,51.7834,11.6701,10.8257,12.4487,5.2036,4.8766,5.4362,8414.045,104.026,74602.804,12378.857,-808.15,56146.5,2,12,0,0
